,6120302780,6120316650,6120316780,6120316990,6120317000,6120323040,6121082050,6121083000,6121084030,6121084830,6121085600,6121088190,6121089720
6120302780,,3.29730465325,1.23898089186,1.74797314344,8.15161180027,10.9990496258,19.2845913742,3.83035171914,1.37453068701,0.303838034329,3.26392862589,24.4841869891,123.633608153
6120316650,3.29730465325,,20.5243820631,4.53277033462,29.2186300278,25.5576465797,9.82437048296,7.56516964372,8.6372894694,10.9207257612,3.38977125656,102.811004583,307.5280356
6120316780,1.23898089186,20.5243820631,,9.73753585616,244.145232118,62.2382850704,3.16460746838,0.0403700694127,1.04836942096,3.47660248606,12.3058296437,366.155192318,491.129331327
6120316990,1.74797314344,4.53277033462,9.73753585616,,20.8155100875,27.6937824629,6.89118291566,4.26357919549,3.97986821252,3.2562554261,3.02866501583,65.9933029489,293.94185716
6120317000,8.15161180027,29.2186300278,244.145232118,20.8155100875,,21.5332020324,14.1957834582,13.5078651086,15.8635374944,20.0407671724,20.0806892968,420.323053834,453.387230063
6120323040,10.9990496258,25.5576465797,62.2382850704,27.6937824629,21.5332020324,,15.9410873947,15.7192701083,17.6943575184,20.6993754849,21.5260000846,45.9384928106,1231.68188008
6121082050,19.2845913742,9.82437048296,3.16460746838,6.89118291566,14.1957834582,15.9410873947,,17.2204107071,11.0435632394,9.12911149851,10.7086451992,33.2207909068,141.752508129
6121083000,3.83035171914,7.56516964372,0.0403700694127,4.26357919549,13.5078651086,15.7192701083,17.2204107071,,4.29860910123,4.86892134591,8.2532050958,36.7476878348,160.572412689
6121084030,1.37453068701,8.6372894694,1.04836942096,3.97986821252,15.8635374944,17.6943575184,11.0435632394,4.29860910123,,5.28107954898,9.65897572075,44.9211820359,185.547338676
6121084830,0.303838034329,10.9207257612,3.47660248606,3.2562554261,20.0407671724,20.6993754849,9.12911149851,4.86892134591,5.28107954898,,13.1866218764,59.6642259579,223.260887133
6121085600,3.26392862589,3.38977125656,12.3058296437,3.02866501583,20.0806892968,21.5260000846,10.7086451992,8.2532050958,9.65897572075,13.1866218764,,71.0060183949,259.418753227
6121088190,24.4841869891,102.811004583,366.155192318,65.9933029489,420.323053834,45.9384928106,33.2207909068,36.7476878348,44.9211820359,59.6642259579,71.0060183949,,430.182578588
6121089720,123.633608153,307.5280356,491.129331327,293.94185716,453.387230063,1231.68188008,141.752508129,160.572412689,185.547338676,223.260887133,259.418753227,430.182578588,
