,6120409820,6120410350,6120411650,6120414190,6120416490,6120417710,6120420550,6120424660,6120424670,6120425940,6120426400,6120426570,6120428890,6120428970,6120431720,6120432210,6120434540,6120435510,6120435520,6120435530,6120439210,6120441220,6120441670,6120441720,6120441730,6120443010,6120445010,6120445250,6120445650,6120445800,6120447530,6120454540,6120457100,6120458470,6120459950,6120460130,6120461400,6120461410,6120466550,6120467010,6120469260,6120473200,6120475560,6120475870,6120476850,6120477690,6120479570,6120480390,6120484880,6120484890,6120486000,6120486420,6120489370,6120490230,6121121100,6121127730,6121130260,6121134760,6121137990,6121139060,6121140320,6121147520,6121149420,6121151870
6120409820,0.0,5.895317818878496,17.095369161210822,22.356638787766887,27.60900792733807,32.3666479795774,41.387953585179886,54.841398909537084,54.83896292583767,61.51951621120511,63.14294727887502,63.78872924007053,73.51475528564272,73.96539422861144,86.06567189130064,87.93977034704912,100.73524532625717,104.09533461469228,103.97906645952148,104.0457137330641,114.88513214281645,122.14802594938915,131.02367090969992,124.9122858056235,131.3888507325606,133.45613732927583,148.07120215705046,148.50327808354783,148.42777887924254,147.9907877311498,157.29591271625068,183.91606078987027,195.68935777923332,193.16234258341188,197.55511685548066,206.2367885305222,212.1636528458122,212.24032343384917,232.3685390880565,234.81505558601435,243.423195677652,260.42098404662073,265.7973022997781,270.46313909727377,264.3578047848771,266.1769943663069,273.1339005691275,276.87026238717783,293.50368132499574,293.5493907295475,297.0602896642421,300.25827769506617,309.27913910037796,312.98847216535034,15.300550137339691,45.79842087986015,73.6581998791603,115.80541350476939,140.61039254956142,149.9268021963196,173.25207660976173,251.96351323030626,264.22378647289435,283.50744370533454
6120410350,5.895317818878496,0.0,11.214624540854956,17.438332478172047,23.52987995900657,28.51173288060222,38.57789588378973,52.98431856736049,53.00571637021831,58.87091666568028,61.82180019181685,62.62874586950603,72.87584041296198,73.31737123839672,85.74080178704659,87.48046252704825,100.63231159843104,103.80323342306255,103.75688020669246,103.83586199926015,113.72636604978798,120.32911428028947,130.94951940560804,122.4769320699991,131.33052828579574,133.0682574288811,148.24135901405572,148.65184310023426,148.35501645790004,147.8665112979284,157.431375032785,183.99295944197712,195.7974905418344,192.40462808239147,196.45042932950255,206.08075990390427,212.13206491642651,212.21469516806633,232.30794052586998,234.78691575863638,243.41202878412676,260.4863985180442,265.49555076754154,270.3908879220342,263.54670881092807,265.25971226473985,272.03786941985055,275.7751619980482,292.43826042227175,292.48838968901856,295.9146762118986,299.2411326781497,307.8898799441875,311.59514507874286,17.72601782146393,43.142497724633984,69.8680974348696,115.76323806447273,139.70124418282288,148.77168245979524,173.30393807981696,252.02577176541462,263.6476182457727,282.42184882514107
6120411650,17.095369161210822,11.214624540854956,0.0,10.183174216038111,17.72799587201692,22.69807844134256,34.43591935400605,50.20038517993393,50.269214288393066,54.30114878955782,59.85264175774317,60.956012611870165,71.99863014857615,72.41470699868887,85.26751480566256,86.72787604571235,100.4162505268623,103.19752820885701,103.28492972339866,103.38671873458185,111.37903657647746,116.66435659001192,130.5672800777195,117.6067131920176,130.9762882084634,132.0765280194958,148.23828364542405,148.6059315256337,147.8893764858712,147.30495207563013,157.32454709436055,183.68671078576995,195.5192005556614,190.4876987666802,193.8635164541746,205.27553180179783,211.5502501806487,211.64403983138737,231.63168911135187,234.1680297863344,242.81094548639868,260.00512011582487,264.3095326908397,269.6343825579761,261.39697680123567,262.9065030811328,269.33761217136015,273.07211048587016,289.7724330542285,289.8308645974038,293.0936250527371,296.65944396385976,304.59716276178494,308.2913277179782,26.200521878488377,39.09171144327787,62.73288838756159,115.5380642050351,137.67978762713753,146.2390565605728,172.98224536356122,251.55085565681915,261.94322536428575,279.7289724286568
6120414190,22.356638787766887,17.438332478172047,10.183174216038111,0.0,7.567028204039948,12.516159400774137,24.327936115733106,40.243912649595586,40.32318442573927,44.11817776075214,50.04340067826352,51.22561317485084,62.45997246183607,62.865021553386484,75.80720451056744,77.16519670728601,90.99441318899835,93.63306209393372,93.76497050302959,93.87425785725951,101.35917482627507,106.49250433529035,121.02086448500407,107.45391497280373,121.43846110977645,122.34240619016762,138.79476831294596,139.14694656449058,138.292197783102,137.67860704516391,147.83379129005218,174.10556292364043,185.93829164530663,180.4980764425076,183.76845282614846,195.5338380215983,201.86799997413712,201.9649687700061,221.91335289200447,224.46471636375867,233.10921699969487,250.3313875682583,254.4501484550346,259.8810046418636,251.35078690585473,252.83033371733006,259.2182244489226,262.95207208614164,279.6549203326983,279.7142498898125,282.9600958466493,286.550749065627,294.4284577466805,298.1219347136693,34.722343059242775,28.96942524070007,53.053519172318374,106.0734440747665,127.69757277681663,136.16642033815245,163.40502648213598,241.88200519921324,251.97415534217185,269.60941599135907
6120416490,27.60900792733807,23.52987995900657,17.72799587201692,7.567028204039948,0.0,5.090069906869867,16.771355481912487,32.76197920414421,32.848051180159466,36.591578484003314,42.64807166604135,43.8841799277845,55.236920091006986,55.63332205526545,68.61961429899219,69.90537919454482,83.81659124733683,86.35818174688804,86.5191665622875,86.63332137663582,93.82301726160291,98.93639995159312,113.74314231959043,100.02123169070207,114.16595481926564,114.95061525193029,131.57494655084625,131.91725272046455,130.97744801736903,130.3464682145586,140.58148124922684,166.7925416982385,178.62347646242816,172.97012690421457,176.20600551931565,188.1265884642454,194.4929877881983,194.59172832344618,214.5166293286771,217.0760189358483,225.72074560912776,242.95712172119912,246.97859600595606,252.46314879467926,243.8009144585414,245.27185397977271,251.6518550609185,255.38564161689513,272.0887107836341,272.14813174583674,275.39306911374024,278.9855995859396,286.8699805723451,290.56394084855526,41.209922964224255,21.40586069662854,46.34029998533224,98.85562717223226,120.1753193390825,128.61010331979415,156.09634967630558,234.51102724182107,244.45286794598863,262.0430223537751
6120417710,32.3666479795774,28.51173288060222,22.69807844134256,12.516159400774137,5.090069906869867,0.0,12.160690736933216,28.320950151313173,28.424183596750883,31.608941700673306,38.360462001800244,39.692664101346566,51.20265592411987,51.58477687895578,64.60685946064862,65.78403247133683,79.79434184729404,82.1931907305069,82.39702766560782,82.51815400253919,89.15388653017867,94.01157774893544,109.55332003491927,94.96298000403125,109.98351918036307,110.58144282612723,127.45826610679306,127.7867539767277,126.72449604112309,126.06726908549679,136.4157389179136,162.5312043244032,174.35684716849823,168.31112598637066,171.41609861200982,183.71285090674687,190.1312095664685,190.23275891806645,210.11699074862727,212.68921037030003,221.33333458587057,238.59067327934324,242.44230514365995,248.0244598939803,239.0681651157185,240.50197489382802,246.82223397779245,250.55490877280076,267.26116642922466,267.3219074556405,270.540757509775,274.17056289523947,281.9494094838835,285.64158268830994,46.221178912520244,16.693438032243552,41.37728102112944,94.76204307215154,115.53957409712748,123.85825030116116,151.84420014002,230.15060805189728,239.80651917533046,257.21277823732356
6120420550,41.387953585179886,38.57789588378973,34.43591935400605,24.327936115733106,16.771355481912487,12.160690736933216,0.0,16.172365950571216,16.281297034428686,20.297673755653015,26.2637544123841,27.657007828568524,39.2615858694193,39.630271259264454,52.655193088484594,53.74987362642231,67.8162247018297,70.12007343921746,70.3487780460083,70.47413291763979,77.06123499554332,82.30788882949666,97.45799947280273,83.91921359117397,97.8916117015038,98.42743091002544,115.39624893780231,115.71716846848345,114.60011109292087,113.93407594890982,124.32671047233526,150.4009359199308,162.22423136789297,156.21404819523508,159.4417962855917,171.5527014186893,177.97608016832407,178.07804665016587,197.9575383464057,200.5308041152094,209.17481044362137,226.4343383647929,230.29377538111743,235.8638147170727,227.02979139502855,228.50253488909502,234.90287745241548,238.63721627997532,255.33827904549196,255.3970048970012,258.6582034879399,262.22903706728465,270.2091623338107,273.9056930618467,56.16549097602966,4.664996972840469,33.58514309689152,82.72461436479703,103.42726100587795,111.83945284762541,139.71774212788318,217.9951665146614,227.70258758880155,245.29421139851806
6120424660,54.841398909537084,52.98431856736049,50.20038517993393,40.243912649595586,32.76197920414421,28.320950151313173,16.172365950571216,0.0,0.22967391976121435,10.397016521332166,10.179997718956926,11.730724157056557,23.431973575496094,23.769318814898494,36.73317055390287,37.69468445217162,51.8207923335551,54.000634140429916,54.258149502900025,54.38858129129125,61.19338014451276,67.36841226371718,81.31078286125457,70.3489257541566,81.74721999635823,82.26060653247914,99.27666482342619,99.59041372380314,98.43239377841918,97.7629985635273,108.18217783804457,134.23047169490704,146.0530325532216,140.2873535228949,143.78821701088253,155.40202887830083,161.8105894134408,161.91199830308676,181.8024971954109,184.37188347223096,193.01621717593747,210.2706608708091,214.217101312475,219.72466834622563,211.22085693786806,212.7736807482469,219.33001497788115,223.06650980885968,239.7534423824225,239.8083125674247,243.14865352641002,246.6070527272805,254.95547337289906,258.65856501391715,70.05894489517715,11.87573098797106,29.403883136030316,66.64003638090337,87.47967043893966,96.12188167591704,123.5487410169474,201.8300808912061,211.74767383056985,229.72007028909576
6120424670,54.83896292583767,53.00571637021831,50.269214288393066,40.32318442573927,32.848051180159466,28.424183596750883,16.281297034428686,0.22967391976121435,0.0,10.585543283647496,10.04148464325462,11.574170670267447,23.27504802261844,23.61463637675395,36.585770315924925,37.55948538772526,51.68075943598833,53.87508049420499,54.12832524832761,54.25809802622032,61.13263174708562,67.35704041396328,81.19117124675596,70.38294574842561,81.62695817814813,82.15905046090431,99.15193703162697,99.46687553754299,98.31971801363889,97.6527845082496,108.06214681697051,134.11967639316074,145.942944526276,140.21885169392695,143.73823157335664,155.3056978870731,161.7093073655916,161.81045494409167,181.70487078639152,184.27305599100387,192.91747509142095,210.17005746085894,214.13307450747618,219.63080407185012,211.1602463600756,212.7182011783975,219.28337539147455,223.01994695066995,239.70596866002722,239.76063103077607,243.1050788536652,246.5574986625137,254.92378721800623,258.62712945443906,70.062301735259,12.010469615689884,29.606747126201107,66.50984561543609,87.41069559226834,96.06952773848275,123.43686141129677,201.72889723138422,211.67605931764618,229.6732595097661
