,6120289720,6120295550,6120301590,6121076090,6121076170,6121076890
6120289720,0.0,40.2386308501,46.6786234429,4.30369804393,12.3113300808,23.7666437851
6120295550,40.2386308501,0.0,12.5003181101,38.5838294612,32.8809156237,22.9925595891
6120301590,46.6786234429,12.5003181101,0.0,46.0312829078,41.9218305375,33.9827837687
6121076090,4.30369804393,38.5838294612,46.0312829078,0.0,8.34723570754,20.364412982
6121076170,12.3113300808,32.8809156237,41.9218305375,8.34723570754,0.0,12.3862035152
6121076890,23.7666437851,22.9925595891,33.9827837687,20.364412982,12.3862035152,0.0
