,6120312270,6120316110,6120316120,6120318190,6120318530,6120318940,6120319330,6120319770,6120323370,6120325970,6120326080,6120326200,6120327420,6121087140,6121088520,6121088580,6121089990
6120312270,,35.7417796682,36.2746392026,33.6613473004,33.8547079748,46.8881768954,24.5932294437,34.6546589041,43.0718057692,29.501134679,28.5356598805,28.2607065277,28.6787671034,47.4155138259,41.5404852852,29.6200604316,30.1574611067
6120316110,35.7417796682,,0.0,29.3855332249,41.7639600893,75.1183170546,30.6785198523,33.3354068661,58.1645565818,40.9470591046,39.2636801599,38.9096337232,38.7429465047,116.244722196,68.132558678,24.946298561,42.8761478915
6120316120,36.2746392026,0.0,,28.4753707529,42.109244487,76.3496827413,30.8462023982,32.7317397776,58.6352030969,41.1879028348,39.4881462196,39.1297613169,38.9424718792,119.256097859,68.8542930905,24.6813257558,43.1474185393
6120318190,33.6613473004,29.3855332249,28.4753707529,,40.8623249618,66.0506693541,31.2890607368,38.7890138478,57.3805108593,42.3684261134,40.6711863008,40.3510915916,40.2932341604,89.4483963035,66.4779923915,21.1754658128,44.2724080005
6120318530,33.8547079748,41.7639600893,42.109244487,40.8623249618,,10.0256405758,8.8682715447,42.0268138664,26.1996182558,13.901661714,13.6565162294,13.4146535422,16.9152303089,10.4276120678,2.77539143031,39.5422614778,11.2911912994
6120318940,46.8881768954,75.1183170546,76.3496827413,66.0506693541,10.0256405758,,9.50139844817,65.0268399486,36.2390485589,17.0369375562,16.0114758872,15.7763040478,17.9128313655,11.36797656,30.4672924715,57.2263927507,16.7609242569
6120319330,24.5932294437,30.6785198523,30.8462023982,31.2890607368,8.8682715447,9.50139844817,,32.7169200475,7.29877227464,3.92903692413,4.17178480743,4.16951743353,9.28342460836,9.80608901313,3.01245866327,31.6833214458,1.26840166716
6120319770,34.6546589041,33.3354068661,32.7317397776,38.7890138478,42.0268138664,65.0268399486,32.7169200475,,59.1217578531,44.7849024828,43.0056999609,42.6925741303,42.6496868746,83.2012550807,68.1494142167,8.81138344141,46.7815787258
6120323370,43.0718057692,58.1645565818,58.6352030969,57.3805108593,26.1996182558,36.2390485589,7.29877227464,59.1217578531,,9.82205399095,8.46927704175,8.20350364821,1.03831537596,29.5202938224,31.9112083854,56.5098060335,21.7625828456
6120325970,29.501134679,40.9470591046,41.1879028348,42.3684261134,13.901661714,17.0369375562,3.92903692413,44.7849024828,9.82205399095,,0.0,0.0,21.9373234066,16.2760844301,9.97927524564,44.1466925991,17.9531573204
6120326080,28.5356598805,39.2636801599,39.4881462196,40.6711863008,13.6565162294,16.0114758872,4.17178480743,43.0056999609,8.46927704175,0.0,,0.0,30.075830363,15.4170383019,9.11505402223,42.4253747525,11.2966049786
6120326200,28.2607065277,38.9096337232,39.1297613169,40.3510915916,13.4146535422,15.7763040478,4.16951743353,42.6925741303,8.20350364821,0.0,0.0,,33.3866246047,15.2346313252,8.95438176505,42.1513458297,10.5719929353
6120327420,28.6787671034,38.7429465047,38.9424718792,40.2932341604,16.9152303089,17.9128313655,9.28342460836,42.6496868746,1.03831537596,21.9373234066,30.075830363,33.3866246047,,17.127558533,12.6480732067,42.3736766939,20.6209072533
6121087140,47.4155138259,116.244722196,119.256097859,89.4483963035,10.4276120678,11.36797656,9.80608901313,83.2012550807,29.5202938224,16.2760844301,15.4170383019,15.2346313252,17.127558533,,25.9441672048,68.355086631,16.0391975714
6121088520,41.5404852852,68.132558678,68.8542930905,66.4779923915,2.77539143031,30.4672924715,3.01245866327,68.1494142167,31.9112083854,9.97927524564,9.11505402223,8.95438176505,12.6480732067,25.9441672048,,63.3992202945,8.35641878243
6121088580,29.6200604316,24.946298561,24.6813257558,21.1754658128,39.5422614778,57.2263927507,31.6833214458,8.81138344141,56.5098060335,44.1466925991,42.4253747525,42.1513458297,42.3736766939,68.355086631,63.3992202945,,45.9327319857
6121089990,30.1574611067,42.8761478915,43.1474185393,44.2724080005,11.2911912994,16.7609242569,1.26840166716,46.7815787258,21.7625828456,17.9531573204,11.2966049786,10.5719929353,20.6209072533,16.0391975714,8.35641878243,45.9327319857,
