,6120442780,6120443130,6120443580,6120443810
6120442780,0.0,-2.99530292826345e-16,-2.99530292826345e-16,0.0
6120443130,-2.99530292826345e-16,0.0,0.0,0.0
6120443580,-2.99530292826345e-16,0.0,0.0,0.0
6120443810,0.0,0.0,0.0,0.0
