,6120442780,6120443130,6120443580,6120443810
6120442780,1.0,1.0000000000000002,1.0000000000000002,1.0
6120443130,1.0000000000000002,1.0,1.0,1.0
6120443580,1.0000000000000002,1.0,1.0,-1.0
6120443810,1.0,1.0,-1.0,1.0
