a,cv,eopt,gyo,idcr,lcor,lgrad,lo,lopt,lrio,o,std,yo
0.000115302100323,0.186299165703,0.0,1936.41630283,000497701A,9995.41782116,88.0584605534,8672.8689,5041.73814086,201.805425992,0.2,56157.2380532,301435.8
0.0557162039436,0.48912072163,16.0,114.899927696,004987805A,3.00086423596,33.6055931399,17.9481,18.3032286879,294.944687291,0.2,3338.66153392,6825.84357252
0.0291460215681,0.484750302118,6.0,70.0796717514,000499413A,5.84042609254,10.078630522,34.31,7.95952830726,48.2011834669,0.2,605.252626407,1248.58638305
0.160655474335,0.41157661844,7.0,8.91859917851,137553406P,1.46981634743,18.6121002632,6.2245,10.0409583053,69.083382685,0.2,120.77241067,293.438463847
0.00730986136848,0.798944072363,18.0,31.573447993,000496913A,8.57270921643,15.8220258461,136.8015,12.1973675313,218.437286123,0.2,705.546255325,883.098429204
0.00271104098552,0.75293534453,16.0,49.632212314,000499912A,26.0260667448,39.4787133415,368.862,32.7523900431,512.985133261,0.2,2608.010402,3463.79064411
0.26219879913,0.170729684712,3.0,48.5691497446,004989902A,5.23372882028,50.9634768135,3.8139,28.0986028169,80.7446396691,0.2,747.056757534,4375.66998846
0.0107164022037,0.539871758844,7.0,38.2846080242,004984205A,12.8064797413,9.49972223292,93.3149,11.1531009871,74.7002363521,0.2,347.096898038,642.924717494
0.0166971668247,0.988906674111,9.0,89.2548348088,004989415A,2.4496643905,10.9894106781,59.8904,6.71953753429,63.2040491979,0.2,1714.6933863,1733.92841933
0.139423345045,0.477613391629,8.0,20.5560057417,001375808P,1.25768390336,21.8352709032,7.1724,11.5464774033,95.9746779219,0.2,378.964754935,793.455044555
0.0301129536893,0.529234178673,20.0,436.874402811,004984305A,4.74253852603,24.3769279339,33.2083,14.5597332299,287.419839425,0.2,9963.42067446,18826.1096429
0.00333214264769,0.735406435069,14.0,49.5901074228,000137215P,22.1963495069,12.4022324996,300.1072,17.2992910033,238.274778477,0.2,799.553178925,1087.22624769
0.0743218134522,0.222623305448,2.0,13.116077398,013759415P,10.8593152224,24.3821433383,13.455,17.6207292804,40.6063475189,0.2,125.85529398,565.328475952
0.0904772675865,0.200314514844,3.0,15.7769012807,001377415P,11.0178200734,41.2499459926,11.0525,26.133883033,90.394890453,0.2,230.453083123,1150.45623779
0.000147268119682,0.382238214176,0.0,903.255409594,000498305A,1859.01563681,45.2945440802,6790.3359,952.155090444,279.817914651,0.2,27644.9353096,72323.8396484
0.00744351119355,0.240175022457,1.0,630.278582195,004995505A,93.1593534095,24.7674462812,134.3452,58.9633998454,46.8653566107,0.2,6627.75780677,27595.5332031
0.148880419247,0.0946460045508,2.0,4.70033006651,001377815P,29.9928570798,99.3706699365,6.7168,64.6817635082,122.253172305,0.2,78.1472805723,825.679656982
8.22799301289e-05,0.378866301094,0.0,1236.64848688,004991508A,3386.83563992,37.8910084994,12153.6321,1712.36332421,230.062084336,0.2,31382.9253479,82833.7734375
0.00458835777628,0.76385665564,18.0,22.5125466326,004991211A,14.9409764977,42.7104842161,217.9429,28.8257303569,505.081704156,0.2,1298.36260463,1699.74640535
0.00565457981383,0.912506745342,7.0,131.258726528,004989615A,8.49547147247,13.5149445713,176.8478,11.0052080219,80.9886449193,0.2,2861.56456728,3135.93798828
0.0636383306393,0.912529351181,35.0,58.1669104799,004991605A,0.754827176699,20.1564890129,15.7138,10.4556580948,369.29053565,0.2,1891.31007586,2072.60190964
0.097406076191,0.426490908813,4.0,15.0418630345,001315815P,2.25763841464,34.6720991661,10.2663,18.4648687904,73.0622359327,0.2,393.202757514,921.948743547
0.000266287870396,0.288688663001,0.0,1493.53533833,004991705A,1802.3915743,27.3312748743,3755.3344,914.861424587,95.910738262,0.2,20831.959991,72160.6445313
0.0647102598117,0.477061333744,10.0,10.0832896143,000139215P,2.71605407207,12.1025230388,15.4535,7.40928855544,71.2470824169,0.2,102.914694259,215.726337433
0.0701798710094,0.512013150462,11.0,33.5753360829,000137815P,2.17412842809,22.2681554248,14.2491,12.2211419264,138.357370172,0.2,676.722690731,1321.69005839
0.0427266434803,0.833793813735,18.0,32.1556705558,000013815P,1.34661633179,28.3687738362,23.4046,14.857695084,274.645605213,0.2,1344.56503993,1612.58697028
0.0483437433527,0.342750492396,7.0,7.5007626863,000466213A,7.04309491175,73.5975893377,20.6852,40.3203421247,294.280638228,0.2,334.481508215,975.874624939
0.00105229329435,0.368658548919,2.0,129.843578803,000498205A,279.688474242,46.1278738708,950.3054,162.908174056,266.51993434,0.2,3903.31171369,10587.8779297
0.000512983062684,0.1853298023,0.0,436.016401603,004984706A,2270.21213243,17.5684867394,1949.3821,1143.89030959,54.9843663026,0.2,2509.61704216,13541.3571429
0.00017282095331,0.501368122229,2.0,131.802107102,000497405A,920.767878174,74.4110652975,5786.3354,497.589471736,839.949668815,0.2,8692.4380389,17337.436613
0.0588529558897,0.189626243705,1.0,77.9483903106,000013801P,18.9014371583,33.9991875311,16.9915,26.4503123447,23.7683879374,0.2,888.380757638,4684.90405273
0.0714872931336,0.63171057135,21.0,103.16172962,004664410A,1.40215120392,17.8639633748,13.9885,9.63305728938,199.417156778,0.2,2057.97260885,3257.7776947
0.182225704758,0.559908138358,9.0,13.8061732435,001377915P,0.700191432762,21.1391246635,5.4877,10.9196580481,98.043378788,0.2,288.86977927,515.923522949
0.0106950499031,0.143208527066,1.0,504.855799127,000498505A,182.364130425,76.735688355,93.5012,129.54990939,92.96889699,0.2,9807.50710241,68484.1000977
0.00268110243715,0.790064577399,20.0,64.7283033029,004984914A,23.901293377,42.76701101,372.9809,33.3341521935,671.848571863,0.2,3866.2570334,4893.59622491
0.0843938831314,0.613336385,14.0,38.6638976987,004991813A,1.25994492907,32.5636646333,11.8492,16.9118047812,240.803509272,0.2,1365.09427842,2225.68611908
0.551693699658,0.177041634334,3.0,50.2036542987,000013604P,2.31318915147,39.7980358163,1.8126,21.0556124839,53.4285696438,0.2,625.312902415,3532.01044922
0.230505036535,0.272083544346,5.0,14.6969971732,001375215P,2.34409397931,37.1856414058,4.3383,19.7648676926,93.3457773911,0.2,262.864037841,966.115163169
0.000106942282309,0.52362102,0.0,1424.80742263,004991305A,1364.19482673,37.3340774813,9350.8384,700.764452105,273.887864136,0.2,49238.3710305,94034.3667457
0.00406621753939,0.483153152924,2.0,1267.03264307,004995912A,42.1405059985,13.8976219766,245.9288,28.0190639875,55.1382327679,0.2,15039.66377,31128.1499024
0.00727206088751,0.723733891851,17.0,29.7387302802,004984406A,10.5013386353,24.6339343969,137.5126,17.5676365161,290.039866672,0.2,937.260089214,1295.03412755
0.0532169655686,0.261547827777,3.0,16.5074063593,013755206P,10.9877216499,13.8708903044,18.791,12.4293059771,36.7744448909,0.2,105.86668344,404.769882202
0.0659243583912,0.647413569703,12.0,15.3576378804,004984806A,1.44760636428,22.4466860629,15.1689,11.9471462136,138.693457966,0.2,394.533117748,609.398900812
0.0127077236273,0.431733243859,5.0,796.211609899,004664313A,16.8873400364,16.8524704301,78.6923,16.8699052333,76.7658310423,0.2,10240.7692749,23720.1314019
0.00373196574205,0.805942422391,16.0,30.5212310124,004989915A,16.5011537255,39.9075084815,267.9553,28.2043311035,457.064547178,0.2,1735.34443662,2153.18661534
0.0256933346351,0.331637511223,6.0,25.6531525803,004989406A,14.155076585,17.6520708363,38.9206,15.9035737107,98.320981691,0.2,265.475876892,800.50014823
0.0239781702738,0.737513915876,24.0,32.4464356453,000498805A,3.06692752272,11.944294048,41.7046,7.50561078538,179.045928878,0.2,505.26906741,685.097672781
0.00148645217756,0.151920529743,0.0,1347.48627427,004991308A,1165.93977349,35.7638566361,672.7428,600.851815065,57.9279419998,0.2,12942.2615526,85190.9980469
0.00784099712392,0.200020521583,1.0,68.767927046,000013615P,127.508631868,29.2065454486,127.5348,78.3575886582,59.1824388885,0.2,710.175508637,3550.51323242
0.172917639328,0.387806475109,6.0,10.651112139,001317215P,1.53812128177,25.5572735393,5.7831,13.5476974105,78.7986558592,0.2,186.616287454,481.209828695
0.00707687038146,0.333214669762,2.0,51.7571817248,013777915P,50.9061818048,12.4338972081,141.3054,31.6700395065,49.7055276949,0.2,379.076634865,1137.63489205
0.74178473407,0.129601337316,3.0,5.80969172411,001371415P,3.2104294765,36.5154764307,1.3481,19.8629529536,55.8239524787,0.2,48.603165266,375.020553589
0.0136446124248,0.264605203188,2.0,29.0119060134,001377211P,41.8699100133,24.6395247475,73.289,33.2547173804,71.6276284391,0.2,334.373598756,1263.66977946
0.0470610381665,1.7484677758,10.0,11.2268600714,001371915P,0.278024598643,22.934582478,21.249,11.6063035383,112.92903405,0.2,795.851046204,455.170554025
0.0286654512515,0.317735478135,3.0,70.0837614921,000013403P,13.8219649505,29.6980147917,34.8852,21.7599898711,57.9210355136,0.2,1169.05661485,3679.33924696
0.0426661205403,0.738955001985,10.0,27.836050449,004987205A,1.71688358699,18.1183896685,23.4378,9.91763662773,103.889468032,0.2,658.82521843,891.563378907
0.269258730714,0.0928649632437,1.0,3.51683096516,001315808P,17.2260782144,64.434011559,3.7139,40.8300448867,55.4116360872,0.2,37.2000537458,400.582226563
0.0526058297781,0.768596855392,11.0,33.6355900317,000131808P,1.28714925435,18.0821421955,19.0093,9.68464572495,102.488272186,0.2,826.366198711,1075.16208649
0.0130385576226,0.643785855569,18.0,556.745268837,004984105A,7.40197440912,22.2668229971,76.6956,14.8343987031,264.459691449,0.2,14108.5127027,21914.9156208
0.0889988519148,0.540344876796,15.0,88.3152461536,000137612P,1.53933629983,11.1901395105,11.2361,6.36473790517,95.0985800825,0.2,943.989652307,1747.013237
0.000844176071492,0.51148180744,4.0,354.095241734,000497611A,181.120067437,32.6271256161,1184.587,106.873596526,412.716258303,0.2,10446.0982889,20423.205942
0.00235271420875,0.137882773724,0.0,310.038066361,004984505A,894.274389248,38.0178592692,425.041,466.146124258,42.4218914534,0.2,2873.01372367,20836.6400391
0.0803625960333,0.567127430969,13.0,23.422444854,004989815A,1.54755012918,14.6223232512,12.4436,8.0849366902,107.713826553,0.2,343.363613152,605.443493652
0.00501785604072,0.397102336977,2.0,309.586723515,004989715A,50.5518330367,20.5157101021,199.2883,35.5337715694,60.5393064198,0.2,4458.57765638,11227.7799479
0.0005271065325,0.874526253136,4.0,298.613597206,000499404A,99.2238079011,20.195916933,1897.1497,59.709862417,234.874821824,0.2,9323.32915992,10661.0054604
0.00603360112466,1.55576180351,11.0,117.274895745,004989215A,2.73903250388,16.4257932771,165.7385,9.58241289051,107.348176286,0.2,5297.848366,3405.30816096
