,co,gr,si
0,0.9801656520494229,4.832348991314604,0.02649048933014338
1,0.8145144617460003,2.3208046293010387,0.22700792473975365
2,0.8580359871312294,1.4874272163714373,0.17791104811574754
3,0.22321377821441912,3.0464848077821225,0.6408765900004285
4,0.3865995153123902,2.078114762725479,0.5736746889029427
5,0.8967909795933294,0.7843755562223498,0.13204065243994728
6,0.6824577636843925,0.3025843590396078,0.3603430909177313
7,0.8726318470278639,0.3354077845654268,0.16087323155866792
8,-0.18390559119526104,8.975398593634182,0.6516704134146283
9,0.8257912847262278,0.5955524020722767,0.214531731310756
10,0.7095732635217672,0.15906591194167438,0.3348843418879048
11,0.7120588626767962,0.15160339615294716,0.3325009862486051
12,0.5091971588496687,1.7858563562150045,0.49960131979664224
13,0.8107490083768195,0.508966420803621,0.23113565755316076
14,0.7215987597111025,0.07026307733938567,0.323276128766265
15,0.8430615306412839,0.28299395159812696,0.19509214192389668
16,0.21538374693402237,2.6996073600848716,0.6431929187831197
17,0.8556602175342963,0.3642480223093107,0.1806570996619813
18,0.8952234521871542,0.21924304755952978,0.13393529450556022
19,0.9049017364798059,0.05835687478896362,0.122184381424528
20,0.8283143317067464,0.03506666687437871,0.2117168563776442
21,0.8190743677941552,0.05688616890626018,0.22198369858982933
22,0.8001752304620379,0.1803456213932445,0.2426244882779315
23,0.7455976659967012,0.22549472180299557,0.29952686012322904
24,0.6714131409600582,0.2991592467676056,0.37042861963624946
25,0.5527749009850612,0.859132716125281,0.4683873974683164
26,0.7327581910815154,0.13365887949455882,0.31232941892862576
27,0.7709575104976801,0.5808488801027841,0.273586539960604
28,0.7040105737577167,0.6103031070896978,0.34018801734028203
29,0.6673309232735427,0.027276902775747486,0.3741146953210739
30,-0.2046004341841161,6.79907520857076,0.6462475280436213
31,0.4400581411568203,1.849911894996423,0.5438679808747887
32,-0.10326031301091429,4.984400056436211,0.6672904608434425
33,0.5868875578289502,0.3118217463715985,0.4421656084926836
34,0.6755737247268704,0.35705540351655585,0.3666486513060303
35,0.1396853085504285,2.6344179365838953,0.6613217696002558
36,0.3454261230717979,1.46651238808599,0.5940035698064643
37,0.5935499634237746,0.2629467162749762,0.43686110666216693
38,0.08528665790920206,3.234020172217846,0.6695761990798356
39,0.23047688514881434,2.046233328115328,0.6386540335000997
40,0.6429136481414146,0.4318259926250961,0.39569313787244204
41,-0.20996127753466085,7.344158014971743,0.6447485584075124
42,-0.03912753030009541,4.699931729504756,0.6734496497757809
43,-0.22390329346444038,7.274129770857221,0.6406686511406903
44,-0.11774747617955998,4.90343184342668,0.6651309198037565
45,0.7957113541057773,0.42335698552429335,0.24742939222824814
46,0.8067911169379822,0.142793553124877,0.23545372548564444
47,0.6996111227347808,0.08470957404636863,0.3443530565086581
48,0.6945157063453954,0.31120096808793,0.3491443469125462
49,0.6516633254928558,0.4280688925035941,0.3880531891010879
50,0.6378813257537969,0.00561525967093862,0.40004042775353904
51,-0.028639562396160372,2.6721254600073023,0.6739290306838729
52,0.11556305931649362,2.2088614880594264,0.6654746679785892
53,0.2293175221391624,1.5958509613887926,0.6390135788316598
54,0.2502188524716771,1.6187037558901585,0.6322532781208741
55,0.5127705914354812,0.6423894038946376,0.4971381558763511
56,-0.17019905620382064,3.8786477880081565,0.6549440452517128
57,-0.18853325883073024,5.32314896622168,0.6505079275872998
58,0.42478566097968845,1.03455318582238,0.5527767515039893
59,-0.19850444422176036,6.634668540383219,0.6479049490055755
60,0.5975272382553791,0.2825272078024756,0.43366592140368704
61,0.5041529205740604,0.17656612543109237,0.5030489893138482
62,0.6520589329975888,0.21498121561142744,0.3877053165741707
63,0.6230152843588185,0.3706411991765027,0.41268328821989314
64,0.7294844044969767,0.010007492314258721,0.3155582128394203
65,0.7206802313537477,0.13498689223372531,0.324169665427433
66,0.6233244019604981,0.2444302407307985,0.4124234334522722
67,0.6178842590909818,0.3508694381882771,0.41697777537469766
68,0.5741684797673123,0.0735773846033512,0.45212606730307625
69,0.6156435512286557,0.24136321312974113,0.4188420277848634
70,0.35598686451231987,0.7827041110079389,0.5890073821396963
71,0.5140445327734127,0.14420501916318001,0.49625586412899614
72,0.25647557816939137,0.7716489767157854,0.6301150020488516
73,-0.033899446376718566,1.8545261236991684,0.6737071611411476
74,0.4436530762477753,0.6415475072518593,0.5417252286682818
75,-0.027173029789940253,1.8673053737733425,0.6739842377218831
76,0.6192556219397897,0.2536640857568259,0.4158334705814043
77,0.6231917319978965,0.05084952375719503,0.41253497612348095
78,0.6537695614774212,0.09485688825904809,0.3861986665972853
79,0.5465225375375676,0.0926039870135152,0.4730232537251398
80,0.5659865242521619,0.06471043030660109,0.4584181082688428
81,0.5263179105742807,0.20627236619516032,0.4876435611693855
82,0.16518535598336354,4.114029697775762,0.6560781985674736
83,0.1394256724719613,4.198638376392342,0.6613706474952553
84,-0.02409393572162251,9.460527147026106,0.6740907086645842
85,0.387548872097572,1.5829936022836453,0.5731789828727035
86,0.9783661819952217,2.3869915397252,0.028867580225748847
87,0.8993812053498367,1.995241355497013,0.12890262949895645
88,0.9310916470115302,2.1182347829603905,0.08975223765714635
89,0.9027379472883273,1.0668265779996222,0.12482251841871704
90,0.8906341723115153,0.3978105588113113,0.1394632165003792
