,6120567450,6120567510,6120568330,6120568410,6120568770,6120568880,6120570650,6120571140,6120571570,6120571880,6120573210,6120573300,6120573940,6120574120,6120574370,6120574620,6120574640,6120575370,6120576400,6120576590,6120576880,6120577110,6120577210,6120577350,6120577660,6120578320,6120578330,6120578800,6120580600,6120580800,6120584080,6120592090,6120592510,6120593780,6120597290,6120597480,6121188510,6121188950,6121189430,6121193530,6121194080,6121194120,6121196080,6121196680,6121197960,6121198670
6120567450,0.0,808.75976563,5017.35058591,3202.82958985,2795.57958985,6797.7397461,3813.04980469,5387.4296875,2780.96972656,1535.96972656,6990.71984864,1807.93994141,5215.24975586,7034.76977539,2606.71972656,4571.18969727,1012.77001953,6783.04980469,5197.14990235,3154.77978516,6990.71984864,2898.11962891,5500.62988281,2898.11962891,7257.20977783,5921.55981446,5921.55981446,7371.90979004,7638.68579102,6726.18981934,6838.62976074,6007.66992188,6109.54980469,7122.20983887,6779.4498291,6810.7397461,1278.1796875,4203.54980469,2787.29003906,7613.79382324,6726.18981934,7601.62078858,6359.83984375,6242.67980957,6695.83984375,6007.66992188
6120567510,808.75976563,0.0,5826.11035154,2394.06982422,1986.81982422,5988.97998047,3004.29003906,4578.66992187,1972.20996093,727.20996093,6181.96008301,999.18017578,4406.48999023,6226.01000976,1797.95996093,3762.42993164,204.0102539,5974.29003906,4388.39013672,2346.02001953,6181.96008301,2089.35986328,4691.87011718,2089.35986328,6448.4500122,5112.80004883,5112.80004883,6563.15002441,6829.92602539,5917.43005371,6029.86999511,5198.91015625,5300.79003906,6313.45007324,5970.69006347,6001.97998047,469.41992187,3394.79003906,1978.53027343,6805.03405762,5917.43005371,6792.86102295,5551.08007812,5433.92004394,5887.08007812,5198.91015625
6120568330,5017.35058591,5826.11035154,0.0,8220.18017576,7812.93017576,11815.090332,8830.4003906,10404.7802734,7798.32031247,6553.32031247,12008.0704345,6825.29052732,10232.6003418,12052.1203613,7624.07031247,9588.54028318,6030.12060544,11800.4003906,10214.5004883,8172.13037107,12008.0704345,7915.47021482,10517.9804687,7915.47021482,12274.5603637,10938.9104004,10938.9104004,12389.260376,12656.0363769,11743.5404052,11855.9803466,11025.0205078,11126.9003906,12139.5604248,11796.800415,11828.090332,6295.53027341,9220.9003906,7804.64062497,12631.1444092,11743.5404052,12618.9713745,11377.1904297,11260.0303955,11713.1904297,11025.0205078
6120568410,3202.82958985,2394.06982422,8220.18017576,0.0,407.25,3594.91015625,610.22021484,2184.60009765,421.85986329,1666.85986329,3787.89025879,1394.88964844,2012.42016601,3831.94018554,596.10986329,1368.36010742,2190.05957032,3580.22021484,1994.3203125,48.04980469,3787.89025879,304.70996094,2297.80029296,304.70996094,4054.38018798,2718.73022461,2718.73022461,4169.08020019,4435.85620117,3523.36022949,3635.80017089,2804.84033203,2906.72021484,3919.38024902,3576.62023925,3607.91015625,1924.64990235,1000.72021484,415.53955079,4410.9642334,3523.36022949,4398.79119873,3157.0102539,3039.85021972,3493.0102539,2804.84033203
6120568770,2795.57958985,1986.81982422,7812.93017576,407.25,0.0,4002.16015625,1017.47021484,2591.85009765,14.60986329,1259.60986329,4195.14025879,987.63964844,2419.67016601,4239.19018554,188.85986329,1775.61010742,1782.80957032,3987.47021484,2401.5703125,359.20019531,4195.14025879,102.54003906,2705.05029296,102.54003906,4461.63018798,3125.98022461,3125.98022461,4576.33020019,4843.10620117,3930.61022949,4043.05017089,3212.09033203,3313.97021484,4326.63024902,3983.87023925,4015.16015625,1517.39990235,1407.97021484,8.28955079,4818.2142334,3930.61022949,4806.04119873,3564.2602539,3447.10021972,3900.2602539,3212.09033203
6120568880,6797.7397461,5988.97998047,11815.090332,3594.91015625,4002.16015625,0.0,2984.68994141,1410.3100586,4016.77001954,5261.77001954,192.98010254,4989.79980469,1582.48999024,237.03002929,4191.02001954,2226.55004883,5784.96972657,14.68994141,1600.58984375,3642.95996094,192.98010254,3899.62011719,1297.10986329,3899.62011719,459.47003173,876.17993164,876.17993164,574.170043942,840.946044918,71.54992676,40.89001464,790.06982422,688.18994141,324.47009277,18.289917,13.0,5519.5600586,2594.18994141,4010.44970704,816.054077145,71.54992676,803.881042477,437.89990235,555.05993653,101.89990235,790.06982422
6120570650,3813.04980469,3004.29003906,8830.4003906,610.22021484,1017.47021484,2984.68994141,0.0,1574.37988281,1032.08007813,2277.08007813,3177.67004395,2005.10986328,1402.19995117,3221.7199707,1206.33007813,758.13989258,2800.27978516,2970.0,1384.10009766,658.27001953,3177.67004395,914.93017578,1687.58007812,914.93017578,3444.15997314,2108.51000977,2108.51000977,3558.85998535,3825.63598633,2913.14001465,3025.57995605,2194.62011719,2296.5,3309.16003418,2966.40002441,2997.68994141,2534.87011719,390.5,1025.75976563,3800.74401855,2913.14001465,3788.57098389,2546.79003906,2429.63000488,2882.79003906,2194.62011719
6120571140,5387.4296875,4578.66992187,10404.7802734,2184.60009765,2591.85009765,1410.3100586,1574.37988281,0.0,2606.45996094,3851.45996094,1603.29016114,3579.48974609,172.17993164,1647.34008789,2780.70996094,816.23999023,4374.65966797,1395.62011719,190.27978515,2232.64990234,1603.29016114,2489.31005859,113.20019531,2489.31005859,1869.78009033,534.13012696,534.13012696,1984.48010254,2251.25610352,1338.76013184,1451.20007324,620.24023438,722.12011719,1734.78015137,1392.0201416,1423.3100586,4109.25,1183.87988281,2600.13964844,2226.36413575,1338.76013184,2214.19110108,972.41015625,855.25012207,1308.41015625,620.24023438
6120571570,2780.96972656,1972.20996093,7798.32031247,421.85986329,14.60986329,4016.77001954,1032.08007813,2606.45996094,0.0,1245.0,4209.75012208,973.02978515,2434.2800293,4253.80004883,174.25,1790.21997071,1768.19970703,4002.08007813,2416.18017579,373.8100586,4209.75012208,117.14990235,2719.66015625,117.14990235,4476.24005127,3140.5900879,3140.5900879,4590.94006348,4857.71606446,3945.22009278,4057.66003418,3226.70019532,3328.58007813,4341.24011231,3998.48010254,4029.77001954,1502.79003906,1422.58007813,6.3203125,4832.82409669,3945.22009278,4820.65106202,3578.87011719,3461.71008301,3914.87011719,3226.70019532
