,6120567450,6120567510,6120568330,6120568410,6120568770,6120568880,6120570650,6120571140,6120571570,6120571880,6120573210,6120573300,6120573940,6120574120,6120574370,6120574620,6120574640,6120575370,6120576400,6120576590,6120576880,6120577110,6120577210,6120577350,6120577660,6120578320,6120578330,6120578800,6120580600,6120580800,6120584080,6120592090,6120592510,6120593780,6120597290,6120597480,6121188510,6121188950,6121189430,6121193530,6121194080,6121194120,6121196080,6121196680,6121197960,6121198670
6120567450,,106.310841684,159.54131365,349.543535968,140.735983714,308.563709123,100.515979774,187.510115658,69.271016472,27.1581385419,115.606206402,28.6783087892,148.843378905,103.100976885,34.3792559379,61.7541725925,11.3073711029,135.874374659,49.8208203965,28.6306458246,110.782677313,23.8678690406,40.0443405844,23.9672959954,110.49769142,107.400489343,116.107152309,107.584706798,51.5971714125,96.5242421101,42.810920828,31.3216761777,31.1649550127,34.189154346,32.5256533886,32.5029828926,116.742005401,221.767173044,102.62697623,120.270113402,97.0974995075,103.841223416,37.694982666,35.0145437711,36.1288214527,31.5052307636
6120567510,106.310841684,,220.043960791,144.698500862,132.779773334,274.516519404,66.3177040143,138.884824018,41.4905688905,11.3654899354,90.8433535755,14.1725892057,111.77376426,82.2534296461,21.6116396213,46.2345105327,2.1031966101,111.403605674,39.3113022831,19.9587095994,87.498044924,16.2379758727,32.4058783464,16.301909381,88.1450612628,87.8045185943,94.1319592418,86.6158928566,43.900352179,82.4650716943,36.0515953849,26.0714634135,26.0293746125,29.2404025852,27.638346245,27.6416424968,115.355231111,128.303149745,57.1707126777,103.479992995,82.9631188824,84.7265334091,31.4958860823,29.236014383,30.5151487683,26.2186357096
6120568330,159.54131365,220.043960791,,205.761406577,670.585567209,645.212132752,131.0985581,286.683737064,112.368020993,76.9369847741,142.013378064,74.7521154706,247.8950387,125.041445299,72.9558182348,93.2518029632,51.2484311818,236.250670079,76.7631956797,58.9359664974,139.050043931,52.6216749627,63.6693421526,52.7960564972,140.039446986,212.161835365,223.039421695,141.276729818,72.4835636136,195.870757524,63.5787662915,50.9974294787,50.5813926028,52.5484027504,51.0639726224,50.9753641693,279.561578201,190.075306882,137.973919276,226.107636571,197.388605425,140.779600022,58.2756758276,55.2276475792,55.6584562594,51.2271016871
6120568410,349.543535968,144.698500862,205.761406577,,14.2558705818,129.222778923,21.1960187947,75.9034829673,13.6041551039,35.1320504132,72.520551779,25.8522651598,58.4599454559,64.7853606411,8.93954170612,21.0914468513,27.2186666913,72.0064337356,20.9569482852,0.475594868472,68.8149831549,2.71431841519,17.9163621731,2.72655369985,69.9966645652,48.8574759843,52.9779300593,67.7920912949,31.9010363067,49.460205479,24.1230095642,15.3208450408,15.5131267518,19.6121495226,17.8848899497,17.9405990587,95.7640126698,100.567693976,23.006548024,68.4066159564,49.7263932111,65.7740025058,19.766263564,17.9455234275,19.7906486354,15.4167563789
6120568770,140.735983714,132.779773334,670.585567209,14.2558705818,,293.375621981,17.9890983533,83.6151068696,0.249064986068,16.8549628075,55.4654112213,12.1918147813,65.4692867639,49.2099271838,2.00716437992,19.2228075698,16.5837826877,82.1155664953,19.5748902251,2.79755815046,53.9690222768,0.732591668894,17.4282938429,0.735218222909,56.1422128993,60.4993184163,64.597334531,56.8716862918,29.3312410626,62.5497199048,22.8503435665,15.47404243,15.6656844066,19.3964098236,17.8561311281,17.9119443357,136.088793661,37.5218416031,0.181523372362,83.5093684569,63.0041017475,57.6414584478,19.1848563824,17.6956804752,19.3509966187,15.5509613651
6120568880,308.563709123,274.516519404,645.212132752,129.222778923,293.375621981,,57.5091166291,77.4698307992,74.7225835683,76.4913359273,2.89550823772,66.8531239302,66.7113678611,2.97755377673,47.6712830344,25.7936231411,57.458203436,0.420585760179,13.7599789206,29.9224019669,2.82534843203,29.1567805243,8.7697743878,29.2641775254,6.61628749801,22.8896237263,25.1362816006,8.27523725518,5.36047460882,1.41841024702,0.242256033894,3.98994545428,3.41087942669,1.52534116128,0.0859692715132,0.0608294456158,278.690338255,75.9196845424,96.5279964655,18.1944953904,1.43095373015,11.249448423,2.46761366604,2.98577266902,0.529704563207,4.00920931699
6120570650,100.515979774,66.3177040143,131.0985581,21.1960187947,17.9890983533,57.5091166291,,36.9600657225,453.839513377,121.547965093,111.600233395,79.196795002,31.3210829787,105.628462133,31.8331164668,21.0077963328,54.1388690175,51.6943150313,20.8492502482,9.11016981339,99.2784419072,10.9522795239,16.9623605456,11.0185716039,95.1567465523,32.7585226298,35.0382976821,82.8923544593,34.6029138382,35.9349167136,24.7696770449,14.131450963,14.3719389754,19.1450485856,17.1425459471,17.2071951824,51.8572538682,20.4407081447,94.3799165395,51.4125723363,36.0532954577,74.5539233048,19.4126075842,17.2126598261,19.4222426383,14.2417137906
6120571140,187.510115658,138.884824018,286.683737064,75.9034829673,83.6151068696,77.4698307992,36.9600657225,,59.3245178558,67.9425187706,31.4600346814,57.9334851857,26.6565848177,24.8104407999,37.1127244818,11.1010884306,50.4419610525,65.6879099931,1.85345701422,20.7258896022,30.766552691,20.7324991154,0.850996221135,20.8151452922,35.5142943709,19.8658302455,23.6417406103,38.3710678551,15.9589262743,31.4494914209,9.48539644634,3.42621198925,3.91153123188,8.88722668761,7.1322922293,7.25582671525,124.570637176,40.0388975216,75.8950208267,62.3098356844,31.724122537,41.5085849813,6.02118843863,5.0474911518,7.44744998101,3.44324454919
6120571570,69.271016472,41.4905688905,112.368020993,13.6041551039,0.249064986068,74.7225835683,453.839513377,59.3245178558,,75.568884973,157.934442312,42.2119846507,53.1030073248,150.653310467,4.88435358573,52.8408137901,35.7379640541,68.8052621706,37.6400446244,5.3367961655,139.241492763,1.43972913922,27.9652220729,1.44866731091,129.664617022,48.2533569387,51.5311083455,110.566913156,44.8588300331,48.2531752924,33.8466685909,21.0852104892,21.1303093311,25.4466756018,23.410266842,23.4329452988,29.4118380973,66.8718224895,0.484900029074,64.7558079397,48.404772105,97.2391688047,27.7592517,24.9259029379,26.7859606748,21.2523664679
