,6120624120,6121211040,6121211670,6121211750
6120624120,0.0,0.0,0.0,1.497651464131725e-16
6121211040,0.0,0.0,0.0,0.0
6121211670,0.0,0.0,0.0,0.0
6121211750,1.497651464131725e-16,0.0,0.0,0.0
