,6120624120,6121211040,6121211670,6121211750
6120624120,1.0,-1.0,1.0,0.9999999999999999
6121211040,-1.0,1.0,-1.0,-1.0
6121211670,1.0,-1.0,1.0,1.0
6121211750,0.9999999999999999,-1.0,1.0,1.0
