,6120664560,6120666740,6120669500,6120669910,6120670010,6120670140
6120664560,,1.39014380381,22.6146979642,21.1151081535,20.9605338743,20.982741819
6120666740,1.39014380381,,40.4995374925,35.8318858155,35.3679113785,35.4155360629
6120669500,22.6146979642,40.4995374925,,0.0,0.0,0.0
6120669910,21.1151081535,35.8318858155,0.0,,0.0,0.0
6120670010,20.9605338743,35.3679113785,0.0,0.0,,0.0
6120670140,20.982741819,35.4155360629,0.0,0.0,0.0,
