,6120355220,6120358330,6120361950,6120366630,6120366830,6120367210,6120368640,6121104190,6121104410
6120355220,,74.4934746184,96.6678578476,227.082699859,216.048286248,133.612946629,23.4853094541,90.2531134095,103.359910848
6120358330,74.4934746184,,122.335929498,360.247371161,335.308197379,205.693519445,51.8722720757,104.8480538,119.487936871
6120361950,96.6678578476,122.335929498,,612.284653339,550.468624237,325.208658182,99.0391466402,0.0,116.31411495
6120366630,227.082699859,360.247371161,612.284653339,,0.0,299.762823467,426.689980426,665.925792466,1290.99731691
6120366830,216.048286248,335.308197379,550.468624237,0.0,,392.618060506,481.990628543,593.750369459,1103.62807615
6120367210,133.612946629,205.693519445,325.208658182,299.762823467,392.618060506,,538.931570794,345.21863191,606.542152693
6120368640,23.4853094541,51.8722720757,99.0391466402,426.689980426,481.990628543,538.931570794,,103.489190908,192.02969426
6121104190,90.2531134095,104.8480538,0.0,665.925792466,593.750369459,345.21863191,103.489190908,,135.435681548
6121104410,103.359910848,119.487936871,116.31411495,1290.99731691,1103.62807615,606.542152693,192.02969426,135.435681548,
