,6120315180,6120316650,6120317000,6121088190
6120315180,1.0,1.0000000000000002,-1.0000000000000002,-1.0
6120316650,1.0000000000000002,1.0,-1.0,-1.0
6120317000,-1.0000000000000002,-1.0,1.0,1.0
6121088190,-1.0,-1.0,1.0,1.0
