,6120287390,6120289020,6120294650,6120296380,6120304120,6120304850,6120307000,6120308240,6120310970,6120312640,6120312930,6120316800,6120317770,6121075650,6121076010,6121076660,6121078510,6121078720,6121079540,6121080580
6120287390,,401.367690406,158.840673452,110.33080191,130.702883589,39.0248190803,70.5112902248,61.7540669876,59.9173065933,44.9747044603,36.2925875477,37.5536099355,77.3169737795,17.5407402969,0.114089713766,91.9104186559,90.6073688995,97.2054104794,142.809030906,167.800748574
6120289020,401.367690406,,66.9071717196,34.6889074094,96.2013357717,10.8452777145,27.2003587865,18.5098377495,17.8612296383,7.27204228017,0.287457788524,2.39063439374,50.8147343408,419.476239254,267.282792782,65.1350621104,18.9056109965,36.3871778298,98.2754576792,130.477993963
6120294650,158.840673452,66.9071717196,,37.1894895716,110.174037146,56.4760062434,5.99369793918,5.67960194527,5.35765976438,15.5619923881,22.9049452813,19.545712236,46.0590712106,301.187643852,479.907476826,429.59545312,56.1673127044,1.45868860366,124.234161395,176.42553872
6120296380,110.33080191,34.6889074094,37.1894895716,,151.638567548,63.3657686056,19.4314725574,3.10924975017,2.87726297512,10.9553884881,20.0112061479,16.2001773695,57.3668695922,166.251463488,221.54343318,137.079368315,93.2930221957,41.9172503242,217.830275267,278.233441429
6120304120,130.702883589,96.2013357717,110.174037146,151.638567548,,810.394538011,1464.60962674,479.684615296,382.979802418,325.478525342,286.554694,266.36717981,31.7488986869,158.392500233,177.197593242,147.365918934,186.97383265,187.902469419,77.6523189362,28.1509524141
6120304850,39.0248190803,10.8452777145,56.4760062434,63.3657686056,810.394538011,,383.121076821,112.56062346,93.6868851825,46.3112708229,21.7099167302,26.6497816232,129.011647769,45.0537993312,55.3964458601,9.40728493867,56.0489293286,116.847307076,405.401299283,996.948921746
6120307000,70.5112902248,27.2003587865,5.99369793918,19.4314725574,1464.60962674,383.121076821,,45.9417048894,35.6627413766,57.1769349662,68.5912896325,58.6052050491,86.8850379749,84.1498599815,97.1974803331,58.6004732701,38.050934467,9.63662422336,158.486058652,392.698119988
6120308240,61.7540669876,18.5098377495,5.67960194527,3.10924975017,479.684615296,112.56062346,45.9417048894,,0.0,49.9903559031,65.3407291835,50.7962315564,107.323200188,71.7488982502,82.3222247103,44.8518414134,17.156248292,9.88797720255,129.091203611,259.728173207
6120310970,59.9173065933,17.8612296383,5.35765976438,2.87726297512,382.979802418,93.6868851825,35.6627413766,0.0,,61.3040170754,75.2834661582,57.3943209912,112.628522342,68.8683350428,78.6012918323,42.6416007674,15.7032993482,8.90087321562,114.698544974,224.346423941
6120312640,44.9747044603,7.27204228017,15.5619923881,10.9553884881,325.478525342,46.3112708229,57.1769349662,49.9903559031,61.3040170754,,102.271628691,51.6000711812,184.516930254,49.8610678514,56.9815703167,25.5747603531,2.44827513145,22.5590583209,107.224488116,190.867519749
6120312930,36.2925875477,0.287457788524,22.9049452813,20.0112061479,286.554694,21.7099167302,68.5912896325,65.3407291835,75.2834661582,102.271628691,,93.1656306598,255.984782812,39.2917547002,45.2678134935,15.6420536487,13.2490144394,31.8497465188,107.783469076,180.939016094
6120316800,37.5536099355,2.39063439374,19.545712236,16.2001773695,266.36717981,26.6497816232,58.6052050491,50.7962315564,57.3943209912,51.6000711812,93.1656306598,,273.171165247,40.7371150484,46.683258706,17.8376547096,9.30321906253,27.116391329,100.798276117,170.723319248
6120317770,77.3169737795,50.8147343408,46.0590712106,57.3668695922,31.7488986869,129.011647769,86.8850379749,107.323200188,112.628522342,184.516930254,255.984782812,273.171165247,,85.9703316899,93.2081504681,72.0005071036,67.5065782591,58.8841181568,8.69521551616,30.7478999743
6121075650,17.5407402969,419.476239254,301.187643852,166.251463488,158.392500233,45.0537993312,84.1498599815,71.7488982502,68.8683350428,49.8610678514,39.2917547002,40.7371150484,85.9703316899,,51.0900482301,215.465858201,127.872759014,132.095738376,188.966354002,217.352284869
6121076010,0.114089713766,267.282792782,479.907476826,221.54343318,177.197593242,55.3964458601,97.1974803331,82.3222247103,78.6012918323,56.9815703167,45.2678134935,46.683258706,93.2081504681,51.0900482301,,553.782420822,164.731659025,164.128570911,223.673718353,251.200790379
6121076660,91.9104186559,65.1350621104,429.59545312,137.079368315,147.365918934,9.40728493867,58.6004732701,44.8518414134,42.6416007674,25.5747603531,15.6420536487,17.8376547096,72.0005071036,215.465858201,553.782420822,,86.7547946474,101.824466664,181.40896909,217.639149292
6121078510,90.6073688995,18.9056109965,56.1673127044,93.2930221957,186.97383265,56.0489293286,38.050934467,17.156248292,15.7032993482,2.44827513145,13.2490144394,9.30321906253,67.5065782591,127.872759014,164.731659025,86.7547946474,,130.608236606,292.834492753,362.882785533
6121078720,97.2054104794,36.3871778298,1.45868860366,41.9172503242,187.902469419,116.847307076,9.63662422336,9.88797720255,8.90087321562,22.5590583209,31.8497465188,27.116391329,58.8841181568,132.095738376,164.128570911,101.824466664,130.608236606,,429.424238702,476.712621828
6121079540,142.809030906,98.2754576792,124.234161395,217.830275267,77.6523189362,405.401299283,158.486058652,129.091203611,114.698544974,107.224488116,107.783469076,100.798276117,8.69521551616,188.966354002,223.673718353,181.40896909,292.834492753,429.424238702,,368.877162246
6121080580,167.800748574,130.477993963,176.42553872,278.233441429,28.1509524141,996.948921746,392.698119988,259.728173207,224.346423941,190.867519749,180.939016094,170.723319248,30.7478999743,217.352284869,251.200790379,217.639149292,362.882785533,476.712621828,368.877162246,
