,6120611540,6120611640,6121206150,6121206400,6121206930
6120611540,0.0,0.0,3084.58666992,3084.58666992,2867.93664551
6120611640,0.0,0.0,3084.58666992,3084.58666992,2867.93664551
6121206150,3084.58666992,3084.58666992,0.0,0.0,216.650024414
6121206400,3084.58666992,3084.58666992,0.0,0.0,216.650024414
6121206930,2867.93664551,2867.93664551,216.650024414,216.650024414,0.0
