,6120662380,6120664120,6120664210,6120664550
6120662380,1.0,-1.0,-1.0,-1.0
6120664120,-1.0,1.0,1.0,1.0
6120664210,-1.0,1.0,1.0,1.0
6120664550,-1.0,1.0,1.0,1.0
