,6120572510,6120573200,6120574550,6121191770,6121191960
6120572510,0.0,13.2811797965,52.172387301,25.8759110785,41.6584424653
6120573200,13.2811797965,0.0,39.2157820326,12.663646272,28.4193882113
6120574550,52.172387301,39.2157820326,0.0,28.0031099424,12.0371225509
6121191770,25.8759110785,12.663646272,28.0031099424,0.0,16.4096302399
6121191960,41.6584424653,28.4193882113,12.0371225509,16.4096302399,0.0
