,6120496700,6120496990,6120497570,6120498830,6120498980,6120499610,6120500310,6120500430,6120501590,6120501870,6120502430,6120502520,6120505910,6120521250,6120522690,6120524850,6121159720,6121159770,6121162000,6121170610,6121171030
6120496700,,79.0839094473,18.6879393962,113.3232301,283.525881038,558.353628628,223.379008559,434.711297997,524.202340233,306.624637337,315.164339738,32.9299768452,323.318381191,83.6901162024,179.910378467,9.99317427204,542.630925921,280.738636088,34.2889145973,12.1628799207,10.0078868513
6120496990,79.0839094473,,73.4301104635,176.530923605,389.507749275,645.13148195,270.171809651,574.939311272,645.671245768,370.40338931,323.120375998,18.5739140545,323.312866863,89.293044216,184.670074208,5.27089024607,680.062201315,347.619578151,23.6129769173,7.60288860302,5.77482780551
6120497570,18.6879393962,73.4301104635,,321.453862658,513.479186758,830.798007881,344.071603375,1033.5204972,698.338332142,348.873924715,272.930842242,44.1116759271,277.222725478,79.8056804309,174.651289214,13.0284800787,751.13581878,479.584288065,44.4761577694,15.1328173926,12.9007873273
6120498830,113.3232301,176.530923605,321.453862658,,301.157092937,983.43103767,351.594695036,2159.97068609,509.698829446,200.295723757,189.246803792,119.840220075,208.116411457,51.388834397,147.842508093,37.1252351223,540.061349589,559.224860689,108.059038794,38.5617821799,35.0973319749
6120498980,283.525881038,389.507749275,513.479186758,301.157092937,,696.8541404,150.966882706,560.897010645,918.357864165,72.6205272062,141.371321368,341.170261151,178.035173509,13.4747375451,124.813220912,77.5095160901,1083.86905349,243.758116326,263.02764852,77.6950128616,71.2845492031
6120499610,558.353628628,645.13148195,830.798007881,983.43103767,696.8541404,,2609.61684016,707.151378547,466.397803077,552.525373105,335.787451009,635.085887613,252.344206344,235.32819212,128.281706436,275.237470458,470.624601219,1287.98930719,615.665791299,271.566758685,260.223847586
6120500310,223.379008559,270.171809651,344.071603375,351.594695036,150.966882706,2609.61684016,,127.245547264,51.5257145392,97.7666127629,0.258622585082,280.903702681,45.7176145909,32.5152639824,69.4237165878,108.33873446,52.0406432138,87.1548190145,272.979169464,108.241810778,102.243575695
6120500430,434.711297997,574.939311272,1033.5204972,2159.97068609,560.897010645,707.151378547,127.245547264,,39.7615492831,271.430124475,57.5727288826,428.627910504,8.80996147949,58.7587036621,46.3098134383,130.11473234,41.7492973485,152.358816337,365.640076461,128.881743113,120.517290154
6120501590,524.202340233,645.671245768,698.338332142,509.698829446,918.357864165,466.397803077,51.5257145392,39.7615492831,,1415.45736284,70.9847442193,785.099215615,35.132880681,60.03178017,62.7966669349,140.948908173,0.0,39.5394078483,527.303190379,138.776884799,127.674215669
6120501870,306.624637337,370.40338931,348.873924715,200.295723757,72.6205272062,552.525373105,97.7666127629,271.430124475,1415.45736284,,176.246063094,606.434890397,213.871381463,5.37078085644,129.073788943,91.8052065289,1096.12662414,147.450825387,375.78358633,91.3529315468,83.1602133245
6120502430,315.164339738,323.120375998,272.930842242,189.246803792,141.371321368,335.787451009,0.258622585082,57.5727288826,70.9847442193,176.246063094,,1209.66278743,290.093829817,50.2440763367,106.247386566,151.922307981,68.0347094323,14.4361579156,712.284545733,148.152153762,132.38920246
6120502520,32.9299768452,18.5739140545,44.1116759271,119.840220075,341.170261151,635.085887613,280.903702681,428.627910504,785.099215615,606.434890397,1209.66278743,,834.897580672,151.212495291,292.521677669,0.557448871967,734.619011546,343.595858743,38.4812709402,3.0040875817,0.898308598925
6120505910,323.318381191,323.312866863,277.222725478,208.116411457,178.035173509,252.344206344,45.7176145909,8.80996147949,35.132880681,213.871381463,290.093829817,834.897580672,,107.764832343,70.3656365987,204.385719498,34.0822800927,38.5811174961,736.017425082,197.141679906,174.088509844
6120521250,83.6901162024,89.293044216,79.8056804309,51.388834397,13.4747375451,235.32819212,32.5152639824,58.7587036621,60.03178017,5.37078085644,50.2440763367,151.212495291,107.764832343,,1714.92427117,455.586635329,59.0910838997,40.919473053,188.333613738,395.909899919,284.181318463
6120522690,179.910378467,184.670074208,174.651289214,147.842508093,124.813220912,128.281706436,69.4237165878,46.3098134383,62.7966669349,129.073788943,106.247386566,292.521677669,70.3656365987,1714.92427117,,1192.17232004,61.8684861627,64.3235093707,349.013409977,958.099409041,637.53825303
6120524850,9.99317427204,5.27089024607,13.0284800787,37.1252351223,77.5095160901,275.237470458,108.33873446,130.11473234,140.948908173,91.8052065289,151.922307981,0.557448871967,204.385719498,455.586635329,1192.17232004,,139.186539683,116.644347143,6.74135984369,66.6087490126,8.28421463761
6121159720,542.630925921,680.062201315,751.13581878,540.061349589,1083.86905349,470.624601219,52.0406432138,41.7492973485,0.0,1096.12662414,68.0347094323,734.619011546,34.0822800927,59.0910838997,61.8684861627,139.186539683,,40.2105172725,504.239484682,137.102738828,126.241418334
6121159770,280.738636088,347.619578151,479.584288065,559.224860689,243.758116326,1287.98930719,87.1548190145,152.358816337,39.5394078483,147.450825387,14.4361579156,343.595858743,38.5811174961,40.919473053,64.3235093707,116.644347143,40.2105172725,,318.62603224,116.105353055,109.088715984
6121162000,34.2889145973,23.6129769173,44.4761577694,108.059038794,263.02764852,615.665791299,272.979169464,365.640076461,527.303190379,375.78358633,712.284545733,38.4812709402,736.017425082,188.333613738,349.013409977,6.74135984369,504.239484682,318.62603224,,2.41422882164,4.27769809281
6121170610,12.1628799207,7.60288860302,15.1328173926,38.5617821799,77.6950128616,271.566758685,108.241810778,128.881743113,138.776884799,91.3529315468,148.152153762,3.0040875817,197.141679906,395.909899919,958.099409041,66.6087490126,137.102738828,116.105353055,2.41422882164,,15.4162699579
6121171030,10.0078868513,5.77482780551,12.9007873273,35.0973319749,71.2845492031,260.223847586,102.243575695,120.517290154,127.674215669,83.1602133245,132.38920246,0.898308598925,174.088509844,284.181318463,637.53825303,8.28421463761,126.241418334,109.088715984,4.27769809281,15.4162699579,
