,6121214280,6121215050,6121215370,6121215850,6121216840
6121214280,,5.2860626144,6.06820954034,84.711797532,3.81344147908
6121215050,5.2860626144,,7.78904592666,161.178977499,3.22725662924
6121215370,6.06820954034,7.78904592666,,267.043062612,2.224865676
6121215850,84.711797532,161.178977499,267.043062612,,146.336550951
6121216840,3.81344147908,3.22725662924,2.224865676,146.336550951,
