,6120639970,6120640640,6120642370,6120642450
6120639970,0.0,0.0,-2.99530292826e-16,0.0
6120640640,0.0,0.0,2.99530292826e-16,0.0
6120642370,-2.99530292826e-16,2.99530292826e-16,0.0,0.0
6120642450,0.0,0.0,0.0,0.0
