,6120639970,6120640640,6120642370,6120642450
6120639970,1.0,1.0,-1.0,-1.0
6120640640,1.0,1.0,-1.0,-1.0
6120642370,-1.0,-1.0,1.0,1.0
6120642450,-1.0,-1.0,1.0,1.0
