,6120030630,6120030640,6120030650,6120030670
6120030630,0.0,3.28123210271,12.0872183444,17.6773228178
6120030640,3.28123210271,0.0,9.04847047342,14.6309348057
6120030650,12.0872183444,9.04847047342,0.0,5.5931393943
6120030670,17.6773228178,14.6309348057,5.5931393943,0.0
