,6120378790,6120379480,6120379840,6120380050,6120380060
6120378790,,1.4609616262263787,0.04111132760855024,1.020679320380868,1.301909231638827
6120379480,1.4609616262263787,,0.3899749500562517,0.8682613736609172,1.1833481941501724
6120379840,0.04111132760855024,0.3899749500562517,,7.627577676165688,6.651044020850448
6120380050,1.020679320380868,0.8682613736609172,7.627577676165688,,0.13907713480774253
6120380060,1.301909231638827,1.1833481941501724,6.651044020850448,0.13907713480774253,
