,6120539910,6120543780,6120544870,6120547370,6120547380,6120550130,6120551680,6120554530,6120555040,6120558140,6120560750,6120561640,6120566080,6121176630,6121180790,6121183030,6121185960,6121186490
6120539910,0.0,12.846384983,23.9282670251,24.1718034028,35.6106709195,46.2651258664,52.0308756584,66.458361697,77.885997693,97.813729527,101.898629069,110.324136096,143.035251247,7.82017738755,63.485215863,83.834884765,117.694566616,126.208076052
6120543780,12.846384983,0.0,11.314749369,11.5034817333,23.0064277056,33.4409387987,39.1948865989,53.6407340403,65.0775637478,85.0444064199,89.1502825012,97.5976779953,130.258387636,5.02687571836,50.6647636855,71.0559312674,104.960684602,113.478126422
6120544870,23.9282670251,11.314749369,0.0,0.452762223661,11.7060157051,22.4962794808,28.3034742427,42.6221790357,54.020017869,73.898051098,77.9737674893,86.3959175188,119.120825768,16.2189883564,39.6607371757,59.9283193784,93.7667247026,102.279910949
6120547370,24.1718034028,11.5034817333,0.452762223661,0.0,11.5029463246,22.1983320798,28.0015144663,42.342643376,53.7484324186,73.6443639508,77.7268452781,86.1554052042,118.866794505,16.4382443553,39.3783509286,59.6699668561,93.5244561413,102.038894411
6120547380,35.6106709195,23.0064277056,11.7060157051,11.5029463246,0.0,11.4870697088,17.2240737614,31.1967139743,42.5145351503,62.283584462,66.3322060585,74.7329692878,107.50021158,27.9246010472,28.2692296862,48.3409799043,82.1080757966,90.6169675919
6120550130,46.2651258664,33.4409387987,22.4962794808,22.1983320798,11.4870697088,0.0,5.81290043148,20.2010588233,31.6443193133,51.667942274,55.8155499242,64.3044869536,96.8532834128,38.4608536064,17.2240178399,37.6712034403,71.6437147202,80.1632712809
6120551680,52.0308756584,39.1948865989,28.3034742427,28.0015144663,17.2240737614,5.81290043148,0.0,14.5033695612,25.9528574715,46.0333525239,50.21235021,58.7231877001,91.1736986505,44.2192417352,11.5229506285,32.0451852483,66.0409877694,74.5571830707
6120554530,66.458361697,53.6407340403,42.6221790357,42.342643376,31.1967139743,20.2010588233,14.5033695612,0.0,11.4509538246,31.5380134228,35.7330206932,44.2555034139,76.6721639466,58.6588399741,2.98110252471,17.5633095379,51.5567321947,60.0695497531
6120555040,77.885997693,65.0775637478,54.020017869,53.7484324186,42.5145351503,31.6443193133,25.9528574715,11.4509538246,0.0,20.1211459073,24.3496882418,32.8851294648,65.2213210161,70.0925470054,14.4320500016,6.25887939427,40.1522728431,48.6565838063
6120558140,97.813729527,85.0444064199,73.898051098,73.6443639508,62.283584462,51.667942274,46.0333525239,31.5380134228,20.1211459073,0.0,4.29949860308,12.8077538339,45.2227748921,90.0452184238,34.5143286472,13.9967389248,20.0317408572,28.5360789147
6120560750,101.898629069,89.1502825012,77.9737674893,77.7268452781,66.3322060585,55.8155499242,50.21235021,35.7330206932,24.3496882418,4.29949860308,0.0,8.53712183315,41.1835600414,94.143221467,38.7036282863,18.1701951112,15.8297141864,24.3483401671
6120561640,110.324136096,97.5976779953,86.3959175188,86.1554052042,74.7329692878,64.3044869536,58.7231877001,44.2555034139,32.8851294648,12.8077538339,8.53712183315,0.0,32.9169570055,102.582499405,47.2226703949,26.6929640671,7.38145939641,15.8842542035
6120566080,143.035251247,130.258387636,119.120825768,118.866794505,107.50021158,96.8532834128,91.1736986505,76.6721639466,65.2213210161,45.2227748921,41.1835600414,32.9169570055,0.0,135.262805438,79.653262116,59.2028650861,25.5594592231,17.2547485835
6121176630,7.82017738755,5.02687571836,16.2189883564,16.4382443553,27.9246010472,38.4608536064,44.2192417352,58.6588399741,70.0925470054,90.0452184238,94.143221467,102.582499405,135.262805438,0.0,55.6838350091,76.0599767359,109.948571256,118.464737949
6121180790,63.485215863,50.6647636855,39.6607371757,39.3783509286,28.2692296862,17.2240178399,11.5229506285,2.98110252471,14.4320500016,34.5143286472,38.7036282863,47.2226703949,79.653262116,55.6838350091,0.0,20.5334772128,54.5294388931,63.0434973088
6121183030,83.834884765,71.0559312674,59.9283193784,59.6699668561,48.3409799043,37.6712034403,32.0451852483,17.5633095379,6.25887939427,13.9967389248,18.1701951112,26.6929640671,59.2028650861,76.0599767359,20.5334772128,0.0,33.996601408,42.5120625812
6121185960,117.694566616,104.960684602,93.7667247026,93.5244561413,82.1080757966,71.6437147202,66.0409877694,51.5567321947,40.1522728431,20.0317408572,15.8297141864,7.38145939641,25.5594592231,109.948571256,54.5294388931,33.996601408,0.0,8.51983394427
6121186490,126.208076052,113.478126422,102.279910949,102.038894411,90.6169675919,80.1632712809,74.5571830707,60.0695497531,48.6565838063,28.5360789147,24.3483401671,15.8842542035,17.2547485835,118.464737949,63.0434973088,42.5120625812,8.51983394427,0.0
