,6120031460,6120434090,6120436460,6121132360
6120031460,1.0,-1.0,-1.0,-1.0
6120434090,-1.0,1.0,-1.0,-1.0
6120436460,-1.0,-1.0,1.0,-1.0
6121132360,-1.0,-1.0,-1.0,1.0
