,6120285630,6120286380,6120287490,6120289040,6120289180,6120289590,6120290120,6120291030,6120291650,6120291950,6120295470,6120296940,6121075210,6121075790,6121079300
6120285630,,1421.91215948,14989.6850673,380.19059216,270.129266457,6441.12777544,4104.50609908,1135.18618743,6937.94834237,3341.96004695,3192.34612488,5065.86712167,2642.37039853,348.172416086,3084.96231232
6120286380,1421.91215948,,4323.06758992,160.950714491,13.9093120257,11099.7764024,5669.04994357,987.424571309,3529.60390194,2215.07357493,2153.88903006,4400.41304134,4266.65560275,40.0558617124,2565.23683182
6120287490,14989.6850673,4323.06758992,,903.759161178,1082.08503995,1949.6866478,878.825491096,994.913964812,598.339359431,908.986237584,862.627716973,2382.16722445,1592.81015015,1280.3828583,897.730033668
6120289040,380.19059216,160.950714491,903.759161178,,2010.7599769,2651.43577371,2426.87546714,704.114640848,894.343613475,579.272957786,575.994662068,1642.20783977,513.374514411,477.698826396,1061.76496807
6120289180,270.129266457,13.9093120257,1082.08503995,2010.7599769,,3120.90895481,2946.36948035,1178.13578702,1055.69086428,720.719047848,716.384666327,1825.88689155,748.214871618,79.6525466858,1202.42610078
6120289590,6441.12777544,11099.7764024,1949.6866478,2651.43577371,3120.90895481,,3563.055946,5699.31860132,1462.93829181,2120.2198612,2089.18559056,496.753036162,26016.1546945,4285.82707166,408.298743223
6120290120,4104.50609908,5669.04994357,878.825491096,2426.87546714,2946.36948035,3563.055946,,6564.12822391,621.374046596,1212.90749414,1200.44324137,969.931279706,6722.73623842,4295.70661983,72.5875812377
6120291030,1135.18618743,987.424571309,994.913964812,704.114640848,1178.13578702,5699.31860132,6564.12822391,,984.873104078,512.506126434,508.174871246,2085.18519748,255.032690373,2176.1208298,1206.8914342
6120291650,6937.94834237,3529.60390194,598.339359431,894.343613475,1055.69086428,1462.93829181,621.374046596,984.873104078,,1935.17148379,1782.93969999,2913.01619449,1491.439073,1230.60692021,963.166196748
6120291950,3341.96004695,2215.07357493,908.986237584,579.272957786,720.719047848,2120.2198612,1212.90749414,512.506126434,1935.17148379,,0.0,7868.72699745,674.914087354,833.769386379,2788.32164092
6120295470,3192.34612488,2153.88903006,862.627716973,575.994662068,716.384666327,2089.18559056,1200.44324137,508.174871246,1782.93969999,0.0,,8651.47192661,662.977506972,827.726137979,2947.8977363
6120296940,5065.86712167,4400.41304134,2382.16722445,1642.20783977,1825.88689155,496.753036162,969.931279706,2085.18519748,2913.01619449,7868.72699745,8651.47192661,,2951.99029854,2101.44500207,4947.7540853
6121075210,2642.37039853,4266.65560275,1592.81015015,513.374514411,748.214871618,26016.1546945,6722.73623842,255.032690373,1491.439073,674.914087354,662.977506972,2951.99029854,,978.109914185,1567.80472752
6121075790,348.172416086,40.0558617124,1280.3828583,477.698826396,79.6525466858,4285.82707166,4295.70661983,2176.1208298,1230.60692021,833.769386379,827.726137979,2101.44500207,978.109914185,,1360.24633884
6121079300,3084.96231232,2565.23683182,897.730033668,1061.76496807,1202.42610078,408.298743223,72.5875812377,1206.8914342,963.166196748,2788.32164092,2947.8977363,4947.7540853,1567.80472752,1360.24633884,
