,6120614540,6120615910,6120616210,6121210760
6120614540,1.0,1.0,1.0,1.0
6120615910,1.0,1.0,1.0,1.0
6120616210,1.0,1.0,1.0,1.0
6121210760,1.0,1.0,1.0,1.0
