,6120614540,6120615910,6120616210,6121210760
6120614540,,23.1392648915,33.8054704767,5.53973815363
6120615910,23.1392648915,,96.9893761542,15.157379989
6120616210,33.8054704767,96.9893761542,,21.8735305629
6121210760,5.53973815363,15.157379989,21.8735305629,
