,6120530600,6120531200,6120532080,6120532090,6120534440,6120534450,6120537530,6120537920,6120539080,6120539770,6120540560,6120540660,6120543010,6120545410,6120546120,6120546710,6120546960,6120548950,6120549240,6120549790,6120550050,6120550060,6120550520,6120550530,6120551150,6120551260,6120551640,6121173990,6121175740,6121176640,6121177440,6121178820,6121179470,6121179630,6121180090,6121181610
6120530600,0.0,708.832275391,708.832275391,388.706787109,388.706787109,1144.19824219,614.664794922,420.021240234,1086.50976562,329.239746094,931.25390625,2558.85577393,5219.74169922,7027.12158203,3749.17333984,3403.71435547,1898.04833984,6365.48681641,1898.04833984,7917.44482422,8664.10693359,8415.57666016,9713.53369141,6568.82177734,6590.68994141,1097.95117188,17843.9223633,158.467773438,3966.4765625,1909.29174805,1197.57055664,854.265380859,8415.57666016,524.095947266,1359.81958008,1106.86230469
6120531200,708.832275391,0.0,0.0,320.125488281,320.125488281,435.365966797,1323.49707031,288.811035156,1795.34204102,1038.07202148,1640.08618164,1850.02349854,5928.57397461,7735.95385742,4458.00561523,4112.54663086,2606.88061523,7074.3190918,2606.88061523,8626.27709961,9372.93920898,9124.40893555,10422.3659668,7277.65405273,7299.5222168,389.118896484,18552.7546387,867.300048828,4675.30883789,1200.45947266,488.73828125,145.433105469,9124.40893555,184.736328125,650.987304688,398.030029297
6120532080,708.832275391,0.0,0.0,320.125488281,320.125488281,435.365966797,1323.49707031,288.811035156,1795.34204102,1038.07202148,1640.08618164,1850.02349854,5928.57397461,7735.95385742,4458.00561523,4112.54663086,2606.88061523,7074.3190918,2606.88061523,8626.27709961,9372.93920898,9124.40893555,10422.3659668,7277.65405273,7299.5222168,389.118896484,18552.7546387,867.300048828,4675.30883789,1200.45947266,488.73828125,145.433105469,9124.40893555,184.736328125,650.987304688,398.030029297
6120532090,388.706787109,320.125488281,320.125488281,0.0,0.0,755.491455078,1003.37158203,31.314453125,1475.21655273,717.946533203,1319.96069336,2170.14898682,5608.44848633,7415.82836914,4137.88012695,3792.42114258,2286.75512695,6754.19360352,2286.75512695,8306.15161133,9052.8137207,8804.28344727,10102.2404785,6957.52856445,6979.39672852,709.244384766,18232.6291504,547.174560547,4355.18334961,1520.58496094,808.863769531,465.55859375,8804.28344727,135.389160156,971.112792969,718.155517578
6120534440,388.706787109,320.125488281,320.125488281,0.0,0.0,755.491455078,1003.37158203,31.314453125,1475.21655273,717.946533203,1319.96069336,2170.14898682,5608.44848633,7415.82836914,4137.88012695,3792.42114258,2286.75512695,6754.19360352,2286.75512695,8306.15161133,9052.8137207,8804.28344727,10102.2404785,6957.52856445,6979.39672852,709.244384766,18232.6291504,547.174560547,4355.18334961,1520.58496094,808.863769531,465.55859375,8804.28344727,135.389160156,971.112792969,718.155517578
6120534450,1144.19824219,435.365966797,435.365966797,755.491455078,755.491455078,0.0,1758.86303711,724.177001953,2230.70800781,1473.43798828,2075.45214844,1414.65753174,6363.93994141,8171.31982422,4893.37158203,4547.91259766,3042.24658203,7509.68505859,3042.24658203,9061.64306641,9808.30517578,9559.77490234,10857.7319336,7713.02001953,7734.88818359,46.2470703125,18988.1206055,1302.66601562,5110.67480469,765.093505859,53.3723144531,289.932861328,9559.77490234,620.102294922,215.621337891,37.3359375
6120537530,614.664794922,1323.49707031,1323.49707031,1003.37158203,1003.37158203,1758.86303711,0.0,1034.68603516,471.844970703,285.425048828,316.589111328,3173.52056885,4605.0769043,6412.45678711,3134.50854492,2789.04956055,1283.38354492,5750.82202148,1283.38354492,7302.7800293,8049.44213867,7800.91186523,9098.86889648,5954.15698242,5976.02514648,1712.6159668,17229.2575684,456.197021484,3351.81176758,2523.95654297,1812.23535156,1468.93017578,7800.91186523,1138.76074219,1974.484375,1721.52709961
6120537920,420.021240234,288.811035156,288.811035156,31.314453125,31.314453125,724.177001953,1034.68603516,0.0,1506.53100586,749.260986328,1351.27514648,2138.83453369,5639.76293945,7447.14282227,4169.19458008,3823.7355957,2318.06958008,6785.50805664,2318.06958008,8337.46606445,9084.12817383,8835.59790039,10133.5549316,6988.84301758,7010.71118164,677.929931641,18263.9436035,578.489013672,4386.49780273,1489.27050781,777.549316406,434.244140625,8835.59790039,104.074707031,939.798339844,686.841064453
6120539080,1086.50976562,1795.34204102,1795.34204102,1475.21655273,1475.21655273,2230.70800781,471.844970703,1506.53100586,0.0,757.270019531,155.255859375,3645.36553955,4133.23193359,5940.61181641,2662.66357422,2317.20458984,811.538574219,5278.97705078,811.538574219,6830.93505859,7577.59716797,7329.06689453,8627.02392578,5482.31201172,5504.18017578,2184.4609375,16757.4125977,928.041992188,2879.96679688,2995.80151367,2284.08032227,1940.77514648,7329.06689453,1610.60571289,2446.3293457,2193.37207031
