,6120623030,6120624150,6120625600,6120628710,6120629920,6120631010,6120631730,6121215520,6121215700,6121216220,6121216720,6121217000
6120623030,0.0,117.89855957,24.5673828125,463.408813477,34.6858215332,1125.21533203,189.842407227,893.742553711,302.516479492,273.438110352,193.418121338,128.648803711
6120624150,117.89855957,0.0,142.465942383,345.510253906,83.2127380371,1007.31677246,307.740966797,775.843994141,184.617919922,155.539550781,311.316680908,246.547363281
6120625600,24.5673828125,142.465942383,0.0,487.976196289,59.2532043457,1149.78271484,165.275024414,918.309936523,327.083862305,298.005493164,168.850738525,104.081420898
6120628710,463.408813477,345.510253906,487.976196289,0.0,428.722991943,661.806518555,653.251220703,430.333740234,160.892333984,189.970703125,656.826934814,592.057617188
6120629920,34.6858215332,83.2127380371,59.2532043457,428.722991943,0.0,1090.5295105,224.52822876,859.056732178,267.830657959,238.752288818,228.103942871,163.334625244
6120631010,1125.21533203,1007.31677246,1149.78271484,661.806518555,1090.5295105,0.0,1315.05773926,231.47277832,822.698852539,851.77722168,1318.63345337,1253.86413574
6120631730,189.842407227,307.740966797,165.275024414,653.251220703,224.52822876,1315.05773926,0.0,1083.58496094,492.358886719,463.280517578,3.57571411133,61.1936035156
6121215520,893.742553711,775.843994141,918.309936523,430.333740234,859.056732178,231.47277832,1083.58496094,0.0,591.226074219,620.304443359,1087.16067505,1022.39135742
6121215700,302.516479492,184.617919922,327.083862305,160.892333984,267.830657959,822.698852539,492.358886719,591.226074219,0.0,29.0783691406,495.93460083,431.165283203
6121216220,273.438110352,155.539550781,298.005493164,189.970703125,238.752288818,851.77722168,463.280517578,620.304443359,29.0783691406,0.0,466.856231689,402.086914062
6121216720,193.418121338,311.316680908,168.850738525,656.826934814,228.103942871,1318.63345337,3.57571411133,1087.16067505,495.93460083,466.856231689,0.0,64.769317627
6121217000,128.648803711,246.547363281,104.081420898,592.057617188,163.334625244,1253.86413574,61.1936035156,1022.39135742,431.165283203,402.086914062,64.769317627,0.0
