,6120511790,6120512010,6120513620,6121164620
6120511790,,211.54139187,1573.08174399,2892.2476148
6120512010,211.54139187,,4785.71485415,708.361810473
6120513620,1573.08174399,4785.71485415,,2126.9796647
6121164620,2892.2476148,708.361810473,2126.9796647,
