,6120607490,6120609870,6120611880,6120614480,6121205430,6121205480,6121205800,6121206230,6121206260,6121210100
6120607490,0.0,40.9460600559,57.253601063,70.5953876463,9.41388037501,9.89327324119,17.0783830047,24.5720964653,33.9282754058,83.709232607
6120609870,40.9460600559,0.0,17.2720876337,32.3283851942,31.855374085,31.2786856928,23.873890212,17.0119205766,7.16088762289,47.5693871662
6120611880,57.253601063,17.2720876337,0.0,15.4504715166,48.5128714821,47.9067182652,40.4066224867,32.6983913687,23.5861763985,31.226392059
6120614480,70.5953876463,32.3283851942,15.4504715166,0.0,62.3544923506,61.7263383143,54.2737313539,46.1915943385,37.9724336132,15.9232675635
6121205430,9.41388037501,31.855374085,48.5128714821,62.3544923506,0.0,0.642586056264,8.11414301013,16.1927753557,24.9794813062,76.0608178675
6121205480,9.89327324119,31.2786856928,47.9067182652,61.7263383143,0.642586056264,0.0,7.50182210108,15.558624082,24.3842553579,75.4210621949
6121205800,17.0783830047,23.873890212,40.4066224867,54.2737313539,8.11414301013,7.50182210108,0.0,8.2294411801,16.9092492846,68.1318257717
6121206230,24.5720964653,17.0119205766,32.6983913687,46.1915943385,16.1927753557,15.558624082,8.2294411801,0.0,9.85627479763,59.9121037662
6121206260,33.9282754058,7.16088762289,23.5861763985,37.9724336132,24.9794813062,24.3842553579,16.9092492846,9.85627479763,0.0,52.5905278724
6121210100,83.709232607,47.5693871662,31.226392059,15.9232675635,76.0608178675,75.4210621949,68.1318257717,59.9121037662,52.5905278724,0.0
