,6120512950,6120514740,6120515430,6121167170
6120512950,0.0,2.99530292826345e-16,0.0,0.0
6120514740,2.99530292826345e-16,0.0,0.0,0.0
6120515430,0.0,0.0,0.0,1.497651464131725e-16
6121167170,0.0,0.0,1.497651464131725e-16,0.0
