a,cv,eopt,flagLo,gyo,idcr,lcor,lgrad,lo,lopt,lrio,o,std,yo
0.170791275982,0.476557178288,10.0,Distancia,11.539761228,004987405A,1.03125074884,27.273839087,5.8551,14.1525449179,139.791902202,0.2,265.144805481,556.375640869
