,6120512130,6120519090,6120519700,6121164800,6121165510,6121166230
6120512130,,455.054681059,264.251888139,1626.36434528,179.660986766,519.557379821
6120519090,455.054681059,,689.396524139,56.8532666199,1105.32147114,0.0
6120519700,264.251888139,689.396524139,,99.0880225448,590.254431874,420.468867293
6121164800,1626.36434528,56.8532666199,99.0880225448,,1885.77642251,68.2972767472
6121165510,179.660986766,1105.32147114,590.254431874,1885.77642251,,1493.82900005
6121166230,519.557379821,0.0,420.468867293,68.2972767472,1493.82900005,
