a,cv,eopt,flagLo,gyo,idcr,lcor,lgrad,lo,lopt,lrio,o,std,yo
0.66500111813,0.590365384454,2.0,0,0,004664610A,0,7.43526678196,1.50375687008,7.43526678196,14.8705335639,0.2,581.537811279,985.047271729
0.00657437990449,0.350874070686,9.0,Distancia,26.685341383395812,013777215P,49.419988968023389,11.4819069367,152.1056,11.4819069367,102.182344466,0.2,190.047898561,541.641330719
0.00010626367401,0.463525790652,8.0,Distancia,1483.9634931985313,004991305A,1751.9727917215203,37.6169931431,9410.5536,37.6169931431,283.112110305,0.2,45741.0583674,98680.7191528
4.06913854062,0.198006800141,3.0,0,0,013715415P,0,11.3823532753,0.245752261816,11.3823532753,34.147059826,0.2,66.20066931,334.335332235
0.146873072291,0.301584701532,6.0,Gradiente,37.388882531223203,000137814P,2.9943267983552286,38.3962664312,6.8086,20.6952966148,131.90954633,0.2,765.36006884,2537.79473877
3.27837955029,0.170647692116,3.0,0,0,000137408P,0,17.4153673143,0.305028745043,17.4153673143,52.2461019429,0.2,113.529590031,665.286407471
0.291290416545,0.154576376438,3.0,Distancia,8.2952050067056824,000017601T,5.7470840672104346,33.9918024041,3.433,19.8694432357,56.621191571,0.2,77.049433571,498.455426025
8.08072404042,0.547084785058,2.0,0,0,004995912A,0,25.6667678086,0.123751287013,25.6667678086,51.3335356172,0.2,19799.4257812,36190.78125
18.6753895938,0.31642225058,2.0,0,0,000496413A,0,11.6250813385,0.0535464063535,11.6250813385,23.250162677,0.2,183.399719238,579.604370117
6.56288949227,0.165718881563,2.0,0,0,013775415P,0,29.1879152945,0.152371908925,29.1879152945,58.3758305889,0.2,51.5559997559,311.105163574
0.00727203973443,0.723734296796,16.0,Distancia,29.738740335279584,004984406A,10.501357430303717,24.6339280512,137.513,17.5676427407,289.714037714,0.2,937.260689095,1295.03423182
inf,0.0,1.0,0,0,001393414P,0,9.5639892144,0.0,9.5639892144,9.5639892144,0.2,0.0,51.1996154785
0.0659243583912,0.64741367208,13.0,Distancia,15.35764242394866,004984806A,1.4476059064492455,22.4466805462,15.1689,11.9471432263,153.100644854,0.2,394.533199894,609.39893133
0.0127078851156,0.431733197536,5.0,Distancia,796.21278681905699,004664313A,16.887129060553988,16.8524524964,78.6913,16.8524524964,77.0668621639,0.2,10240.7724157,23720.1412218
inf,0.0,1.0,0,0,013757215P,0,41.6657057394,0.0,41.6657057394,41.6657057394,0.2,0.0,251.932556152
inf,0.0,1.0,0,0,000498105A,0,24.98,0.0,24.98,24.98,0.2,0.0,1105.02490234
0.00374709225641,0.821122736999,17.0,Distancia,31.090753177753285,004989915A,15.832498278834274,38.4437556078,266.8736,27.1381269433,456.833990638,0.2,1734.9626889,2112.91517178
4.92729007026,0.437257563944,3.0,0,0,013759315P,0,8.93875611844,0.202951315173,8.93875611844,26.8162683553,0.2,49.1679009138,112.44608434
16.6653580589,0.291259956549,3.0,Sin interseccion,487.56121091137038,004987305A,0.028293311532950935,34.901437655,0.0600047113579,17.4648654832,52.2019460283,0.2,8761.49575634,30081.3605143
2.33926627625,0.0939540338941,4.0,0,0,013753215P,0,16.3841581211,0.427484468165,16.3841581211,65.5366324843,0.2,72.9809519989,776.772949219
0.0230054292813,0.359091400783,6.0,Distancia,23.466638245219478,004989406A,13.48402780664242,21.0387474006,43.468,17.2613876036,101.243108204,0.2,313.401285669,872.761878967
0.00772096434845,1.90205973285,31.0,Distancia,82.608990122471795,000498805A,1.4319905143308405,10.22064495,129.5175,5.82631773216,178.815293981,0.2,2838.93060812,1492.55596924
0.0170730624635,0.238118124125,2.0,Distancia,28.378544397096277,001375406P,41.320318170914348,29.3546054994,58.5718,29.3546054994,57.7859248651,0.2,350.658061245,1472.62230682
0.00171753460274,0.25107199678,2.0,Distancia,1294.2384584196568,004991308A,369.45193269151275,32.6148897011,582.2299,32.6148897011,63.8733681059,0.2,18734.9915824,74619.9967448
0.0445146787153,0.349125537105,7.0,Distancia,7.7951738869041751,000466213A,7.3721389880423143,70.9377310548,22.4645,39.1549350214,279.440656629,0.2,341.279128088,977.525536855
0.123163326888,0.588666913418,29.0,Gradiente,84.573504090817679,000013210P,0.93721520682477855,17.6656810036,8.1193,9.30144810521,265.108903616,0.2,1554.74563507,2641.12964332
2.30769230701,0.607350369977,4.0,0,0,004664409A,0,13.5394028565,0.433333333462,13.5394028565,54.1576114259,0.2,1245.74340935,2051.1116333
10.8838220465,0.0315683977504,2.0,0,0,004984614A,0,19.3989119066,0.0918794882653,19.3989119066,38.7978238131,0.2,43.3260498047,1372.45007324
inf,0.0,1.0,0,0,004979303A,0,15.921052871,0.0,15.921052871,15.921052871,0.2,0.0,72391.4453125
0.00704516089034,0.17635351935,2.0,Distancia,49.050419375549758,000013604P,182.55797672527387,41.2247944745,141.9414,41.2247944745,72.2788561509,0.2,630.391525011,3574.58999023
0.0617245849022,0.509782762271,20.0,Gradiente,151.96598363951242,000497805A,2.4936271680980591,69.9044907401,16.201,36.1990589541,716.873137938,0.2,9573.29889908,18779.1734197
0.172917639328,0.387806475109,6.0,Distancia,10.651112139049197,001317215P,1.5381212817685457,25.5572735392,5.7831,13.5476974105,78.7986558253,0.2,186.616287454,481.209828695
inf,0.0,1.0,0,0,004984606A,0,17.9073433646,0.0,17.9073433646,17.9073433646,0.2,0.0,14168.8134766
3.35459340835,0.616379822414,3.0,0,0,137551206P,0,14.953399619,0.298098719657,14.953399619,44.860198857,0.2,99.9364506949,162.134526571
0.000132823662376,0.402539462948,6.0,Distancia,912.53890203325273,000498305A,1858.5216076478146,44.1283780653,7528.779,44.1283780653,250.842382127,0.2,28655.1592714,71185.9628906
inf,0.0,1.0,0,0,013753306P,0,4.88432277589,0.0,4.88432277589,4.88432277589,0.2,0.0,562.567993164
3.87285727619,0.129601337315,4.0,0,0,001371415P,0,13.9559881479,0.258207294689,13.9559881479,55.8239525916,0.2,48.6031652658,375.020553589
0.0136446124248,0.264605203189,2.0,Distancia,29.011906013667051,001377211P,41.869910012795664,24.6395247473,73.289,33.25471738,79.7447500018,0.2,334.373598758,1263.66977946
23.2834196003,0.00555652178546,3.0,0,0,004979505A,0,2.74048106215,0.0429490176773,2.74048106215,8.22144318645,0.2,759.911453211,136760.276042
14.460539654,0.241224078722,8.0,Sin interseccion,278.93072983474343,004989105A,0.047537263494301776,33.2675151275,0.0691537123736,16.6575261955,125.122904999,0.2,3956.96668202,16403.6969401
0.0427811147047,0.414362345412,5.0,Distancia,96.152837655110417,000013615P,5.4456199632608531,17.5887547273,23.3748,11.5171873453,55.438166599,0.2,1238.80369447,2989.66281128
inf,0.0,1.0,0,0,004984905A,0,15.38038966,0.0,15.38038966,15.38038966,0.2,0.0,8179.24951172
0.386592956276,0.493311342297,12.0,Distancia,3.9035294964070166,001371915P,0.42517121336546876,19.0112616686,2.5867,9.71821644099,112.929033738,0.2,64.7164247369,131.187789917
14.9757809066,0.499711038629,2.0,0,0,000137208P,0,9.30615378623,0.0667744811596,9.30615378623,18.6123075725,0.2,135.249435425,270.655288696
0.584487696534,0.406145697306,7.0,Distancia,17.626223580125831,000001601T,0.41487847613356454,27.9188341781,1.7109,14.1668563271,96.430981691,0.2,353.316094711,869.92450506
inf,0.0,1.0,0,0,004926913A,0,50.4409503722,0.0,50.4409503722,50.4409503722,0.2,0.0,818.246459961
0.0184641177568,0.809940124239,18.0,Distancia,61.892414169339339,000001603T,3.3023690196150821,10.8228889537,54.1591,7.06262898664,125.02741763,0.2,959.088206571,1184.14704725
0.0426663025809,0.738954607522,12.0,Distancia,27.83599592737081,004987205A,1.7168780947016475,18.1183950777,23.4377,9.9176365862,116.80461946,0.2,658.823773012,891.561898804
0.0777490106438,0.0847194840308,1.0,Gradiente,3.5023467545538614,001315808P,71.68008567907134,64.7627904729,12.8619,68.221438076,55.7318592859,0.2,33.9698014075,400.967992147
inf,0.0,1.0,0,0,000017901T,0,5.12708941898,0.0,5.12708941898,5.12708941898,0.2,0.0,3815.95727539
0.0637251153425,0.422160175224,6.0,Gradiente,14.740902393468641,000131808P,3.5220444951719903,26.296384715,15.6924,14.9092146051,92.40732597,0.2,289.282650282,685.243818011
inf,0.0,1.0,0,0,000013310P,0,5.8941925193,0.0,5.8941925193,5.8941925193,0.2,0.0,26.8775901794
0.00977166549244,0.653216303456,17.0,Distancia,519.75079833094765,004984105A,9.5935063737708752,22.7878524762,102.3367,16.190679425,282.412379762,0.2,13676.677014,20937.4397755
0.000972212135521,0.359362473548,2.0,Distancia,931.15557395146811,004995304A,318.5910019241017,25.2010329724,1028.5821,25.2010329724,48.274877479,0.2,14907.2771114,41482.5648437
0.0561302671239,0.50580891595,16.0,Gradiente,16.35278681974701,000013608P,2.7854150731572349,29.9684767426,17.8157,16.3769459079,265.217732367,0.2,438.195522243,866.326212184
3.45287999807,0.45000589977,3.0,0,0,001315515P,0,16.1978811575,0.289613308473,16.1978811575,48.5936434725,0.2,150.852351579,335.223052979
0.0465049225461,0.545541841823,15.0,Distancia,94.504839011793706,000137612P,2.8900471936852505,9.29730284955,21.5031,6.09367502162,94.4477268777,0.2,847.352472318,1553.23094831
13.3128048241,0.0240618555538,2.0,0,0,000017904T,0,20.6392239459,0.075115650925,20.6392239459,41.2784478918,0.2,114.542480469,4760.33447266
5.70966471263,0.177735464253,2.0,0,0,001371815P,0,24.1597268627,0.17514163271,24.1597268627,48.3194537255,0.2,284.285217285,1599.48504639
5.66895012597,0.229543308016,3.0,0,0,013755808P,0,9.56095989248,0.17639950569,9.56095989248,28.6828796774,0.2,68.0792810118,296.585779826
inf,0.0,1.0,0,0,013759715P,0,30.1054684506,0.0,30.1054684506,30.1054684506,0.2,0.0,27.4858131409
10.2220250867,0.299215669104,3.0,0,0,004979907A,0,6.98001312753,0.0978279735684,6.98001312753,20.9400393826,0.2,62251.9095659,208050.299479
3.4953405445,0.484030409863,2.0,0,0,000497611A,0,55.395253519,0.286095156472,55.395253519,110.790507038,0.2,5212.14379883,10768.2155762
5.31221961195,0.410934734873,4.0,0,0,004991713A,0,13.9427044794,0.188245229499,13.9427044794,55.7708179176,0.2,1697.64574377,4131.18093872
0.082795850272,0.376445370811,7.0,Gradiente,46.335787175160448,004995414A,3.4091609009107287,43.6838597974,12.0779,23.5465103492,174.927953983,0.2,1346.99046597,3578.18310547
inf,0.0,1.0,0,0,000001503T,0,4.64661030574,0.0,4.64661030574,4.64661030574,0.2,0.0,2767.27026367
8.91337615382,0.127467871175,4.0,0,0,004984505A,0,9.28256917056,0.112190934472,9.28256917056,37.1302766822,0.2,2544.22780641,19959.7575684
4.35468564076,0.593694450997,3.0,0,0,000001904T,0,25.3134741271,0.229637701201,25.3134741271,75.9404223812,0.2,1529.08262164,2575.53800456
0.0687814675214,0.608533623367,13.0,Distancia,22.83046436043513,004989815A,1.570432935976904,14.3876871191,14.5388,7.97906002755,106.084547429,0.2,353.358318812,580.671807183
0.00423791125221,0.432670820872,4.0,Distancia,394.57494742082002,004989715A,50.418848004718271,16.5587874275,235.9653,16.5587874275,67.2064599933,0.2,4997.36023444,11550.0283203
0.000546896034134,0.906057199883,13.0,Distancia,290.96823097803008,000499404A,89.093082601336292,19.9224897899,1828.5011,19.9224897899,252.572917792,0.2,9284.74142114,10247.4119982
inf,0.0,1.0,0,0,000499214A,0,38.3507790783,0.0,38.3507790783,38.3507790783,0.2,0.0,1442.4107666
0.0060336047651,1.55576283335,6.0,Distancia,117.27496590688447,004989215A,2.7390272250579013,16.4257901948,165.7384,16.4257901948,95.1857922629,0.2,5297.85404826,3405.30955922
