,6120552520,6120552780,6120554070,6120554160,6121181400
6120552520,,504.39681463,166.738164413,247.487067159,301.156682559
6120552780,504.39681463,,30.9216048716,72.0914102696,109.142724947
6120554070,166.738164413,30.9216048716,,29.4276867881,27.9904549346
6120554160,247.487067159,72.0914102696,29.4276867881,,23.403735835
6121181400,301.156682559,109.142724947,27.9904549346,23.403735835,
