,6120482040,6120482050,6120482060,6120483900
6120482040,0.0,0.0,20.122863769,283.322875977
6120482050,0.0,0.0,20.122863769,283.322875977
6120482060,20.122863769,20.122863769,0.0,303.445739746
6120483900,283.322875977,283.322875977,303.445739746,0.0
