,6120624130,6120629910,6121212900,6121213270
6120624130,1.0,-1.0,-1.0,1.0
6120629910,-1.0,1.0,-1.0,-1.0
6121212900,-1.0,-1.0,1.0,-1.0
6121213270,1.0,-1.0,-1.0,1.0
