,6120530580,6120531000,6120531390,6121171000
6120530580,1.0,-1.0,1.0,1.0
6120531000,-1.0,1.0,1.0,-1.0
6120531390,1.0,1.0,1.0,1.0
6121171000,1.0,-1.0,1.0,1.0
