,6120530580,6120531000,6120531390,6121171000
6120530580,0.0,2.69898720175,8.57346888902,1.40094842319
6120531000,2.69898720175,0.0,6.18916834564,4.08361452212
6120531390,8.57346888902,6.18916834564,0.0,9.76453473841
6121171000,1.40094842319,4.08361452212,9.76453473841,0.0
