,6120323030,6120326100,6120326880,6120329300,6120332140,6120335440,6120337880,6120339040,6120340230,6121089720
6120323030,0.0,8726.5996094,3494.2001953,10459.0996094,9313.5,860.0,2059.2001953,10028.7011719,3682.0,181.0
6120326100,8726.5996094,0.0,5232.3994141,1732.5,586.9003906,7866.5996094,6667.3994141,1302.1015625,5044.5996094,8545.5996094
6120326880,3494.2001953,5232.3994141,0.0,6964.8994141,5819.2998047,2634.2001953,1435.0,6534.5009766,187.7998047,3313.2001953
6120329300,10459.0996094,1732.5,6964.8994141,0.0,1145.5996094,9599.0996094,8399.8994141,430.3984375,6777.0996094,10278.0996094
6120332140,9313.5,586.9003906,5819.2998047,1145.5996094,0.0,8453.5,7254.2998047,715.2011719,5631.5,9132.5
6120335440,860.0,7866.5996094,2634.2001953,9599.0996094,8453.5,0.0,1199.2001953,9168.7011719,2822.0,679.0
6120337880,2059.2001953,6667.3994141,1435.0,8399.8994141,7254.2998047,1199.2001953,0.0,7969.5009766,1622.7998047,1878.2001953
6120339040,10028.7011719,1302.1015625,6534.5009766,430.3984375,715.2011719,9168.7011719,7969.5009766,0.0,6346.7011719,9847.7011719
6120340230,3682.0,5044.5996094,187.7998047,6777.0996094,5631.5,2822.0,1622.7998047,6346.7011719,0.0,3501.0
6121089720,181.0,8545.5996094,3313.2001953,10278.0996094,9132.5,679.0,1878.2001953,9847.7011719,3501.0,0.0
