,6120355130,6120355940,6120356830,6120357470,6120358050,6120358640,6120361060,6120361300,6120361960,6120362420,6120362910,6120362920,6120363040,6120363640,6120363750,6120367070,6120367340,6120369410,6120370110,6120370640,6120376240,6120377880,6120380080,6121108000
6120355130,0.0,231.84552002,365.433105469,87.6788330078,470.225402832,470.225402832,238.077789307,708.431640625,708.431640625,390.158325195,390.158325195,1346.31378174,554.968200684,1786.68804932,87.0155639648,1385.34686279,2791.03521729,1776.97784424,40.8490600586,2791.03521729,1850.68023682,1599.92120361,2355.14923096,2869.23321533
6120355940,231.84552002,0.0,133.587585449,144.166687012,238.379882812,238.379882812,6.23226928711,476.586120605,476.586120605,158.312805176,158.312805176,1114.46826172,323.122680664,1554.8425293,144.829956055,1153.50134277,2559.18969727,1545.13232422,190.996459961,2559.18969727,1618.8347168,1368.07568359,2123.30371094,2637.38769531
6120356830,365.433105469,133.587585449,0.0,277.754272461,104.792297363,104.792297363,127.355316162,342.998535156,342.998535156,24.7252197266,24.7252197266,980.88067627,189.535095215,1421.25494385,278.417541504,1019.91375732,2425.60211182,1411.54473877,324.58404541,2425.60211182,1485.24713135,1234.48809814,1989.71612549,2503.80010986
6120357470,87.6788330078,144.166687012,277.754272461,0.0,382.546569824,382.546569824,150.398956299,620.752807617,620.752807617,302.479492188,302.479492188,1258.63494873,467.289367676,1699.00921631,0.663269042969,1297.66802979,2703.35638428,1689.29901123,46.8297729492,2703.35638428,1763.00140381,1512.24237061,2267.47039795,2781.55438232
6120358050,470.225402832,238.379882812,104.792297363,382.546569824,0.0,0.0,232.147613525,238.206237793,238.206237793,80.0670776367,80.0670776367,876.088378906,84.7427978516,1316.46264648,383.209838867,915.121459961,2320.80981445,1306.75244141,429.376342773,2320.80981445,1380.45483398,1129.69580078,1884.92382812,2399.0078125
6120358640,470.225402832,238.379882812,104.792297363,382.546569824,0.0,0.0,232.147613525,238.206237793,238.206237793,80.0670776367,80.0670776367,876.088378906,84.7427978516,1316.46264648,383.209838867,915.121459961,2320.80981445,1306.75244141,429.376342773,2320.80981445,1380.45483398,1129.69580078,1884.92382812,2399.0078125
6120361060,238.077789307,6.23226928711,127.355316162,150.398956299,232.147613525,232.147613525,0.0,470.353851318,470.353851318,152.080535889,152.080535889,1108.23599243,316.890411377,1548.61026001,151.062225342,1147.26907349,2552.95742798,1538.90005493,197.228729248,2552.95742798,1612.60244751,1361.84341431,2117.07144165,2631.15542603
6120361300,708.431640625,476.586120605,342.998535156,620.752807617,238.206237793,238.206237793,470.353851318,0.0,0.0,318.27331543,318.27331543,637.882141113,153.463439941,1078.25640869,621.41607666,676.915222168,2082.60357666,1068.54620361,667.582580566,2082.60357666,1142.24859619,891.489562988,1646.71759033,2160.80157471
6120361960,708.431640625,476.586120605,342.998535156,620.752807617,238.206237793,238.206237793,470.353851318,0.0,0.0,318.27331543,318.27331543,637.882141113,153.463439941,1078.25640869,621.41607666,676.915222168,2082.60357666,1068.54620361,667.582580566,2082.60357666,1142.24859619,891.489562988,1646.71759033,2160.80157471
6120362420,390.158325195,158.312805176,24.7252197266,302.479492188,80.0670776367,80.0670776367,152.080535889,318.27331543,318.27331543,0.0,0.0,956.155456543,164.809875488,1396.52972412,303.14276123,995.188537598,2400.87689209,1386.81951904,349.309265137,2400.87689209,1460.52191162,1209.76287842,1964.99090576,2479.07489014
6120362910,390.158325195,158.312805176,24.7252197266,302.479492188,80.0670776367,80.0670776367,152.080535889,318.27331543,318.27331543,0.0,0.0,956.155456543,164.809875488,1396.52972412,303.14276123,995.188537598,2400.87689209,1386.81951904,349.309265137,2400.87689209,1460.52191162,1209.76287842,1964.99090576,2479.07489014
6120362920,1346.31378174,1114.46826172,980.88067627,1258.63494873,876.088378906,876.088378906,1108.23599243,637.882141113,637.882141113,956.155456543,956.155456543,0.0,791.345581055,440.374267578,1259.29821777,39.0330810547,1444.72143555,430.6640625,1305.46472168,1444.72143555,504.366455078,253.607421875,1008.83544922,1522.91943359
6120363040,554.968200684,323.122680664,189.535095215,467.289367676,84.7427978516,84.7427978516,316.890411377,153.463439941,153.463439941,164.809875488,164.809875488,791.345581055,0.0,1231.71984863,467.952636719,830.378662109,2236.0670166,1222.00964355,514.119140625,2236.0670166,1295.71203613,1044.95300293,1800.18103027,2314.26501465
6120363640,1786.68804932,1554.8425293,1421.25494385,1699.00921631,1316.46264648,1316.46264648,1548.61026001,1078.25640869,1078.25640869,1396.52972412,1396.52972412,440.374267578,1231.71984863,0.0,1699.67248535,401.341186523,1004.34716797,9.71020507812,1745.83898926,1004.34716797,63.9921875,186.766845703,568.461181641,1082.54516602
6120363750,87.0155639648,144.829956055,278.417541504,0.663269042969,383.209838867,383.209838867,151.062225342,621.41607666,621.41607666,303.14276123,303.14276123,1259.29821777,467.952636719,1699.67248535,0.0,1298.33129883,2704.01965332,1689.96228027,46.1665039062,2704.01965332,1763.66467285,1512.90563965,2268.13366699,2782.21765137
6120367070,1385.34686279,1153.50134277,1019.91375732,1297.66802979,915.121459961,915.121459961,1147.26907349,676.915222168,676.915222168,995.188537598,995.188537598,39.0330810547,830.378662109,401.341186523,1298.33129883,0.0,1405.68835449,391.630981445,1344.49780273,1405.68835449,465.333374023,214.57434082,969.802368164,1483.88635254
6120367340,2791.03521729,2559.18969727,2425.60211182,2703.35638428,2320.80981445,2320.80981445,2552.95742798,2082.60357666,2082.60357666,2400.87689209,2400.87689209,1444.72143555,2236.0670166,1004.34716797,2704.01965332,1405.68835449,0.0,1014.05737305,2750.18615723,0.0,940.354980469,1191.11401367,435.885986328,78.1979980469
