,6120542150,6120544390,6120548940,6120550010,6120554140,6120554210,6120555240,6120555250,6121178000,6121178630,6121180510
6120542150,0.0,177.236450195,190.101074219,191.157104492,20.2568969727,20.2568969727,43.09375,661.304931641,43.0297851562,127.39263916,200.316894531
6120544390,177.236450195,0.0,12.8646240234,13.9206542969,156.979553223,156.979553223,134.142700195,484.068481445,134.206665039,49.8438110352,23.0804443359
6120548940,190.101074219,12.8646240234,0.0,1.05603027344,169.844177246,169.844177246,147.007324219,471.203857422,147.071289062,62.7084350586,10.2158203125
6120550010,191.157104492,13.9206542969,1.05603027344,0.0,170.90020752,170.90020752,148.063354492,470.147827148,148.127319336,63.764465332,9.15979003906
6120554140,20.2568969727,156.979553223,169.844177246,170.90020752,0.0,0.0,22.8368530273,641.048034668,22.7728881836,107.135742188,180.059997559
6120554210,20.2568969727,156.979553223,169.844177246,170.90020752,0.0,0.0,22.8368530273,641.048034668,22.7728881836,107.135742188,180.059997559
6120555240,43.09375,134.142700195,147.007324219,148.063354492,22.8368530273,22.8368530273,0.0,618.211181641,0.06396484375,84.2988891602,157.223144531
6120555250,661.304931641,484.068481445,471.203857422,470.147827148,641.048034668,641.048034668,618.211181641,0.0,618.275146484,533.91229248,460.988037109
6121178000,43.0297851562,134.206665039,147.071289062,148.127319336,22.7728881836,22.7728881836,0.06396484375,618.275146484,0.0,84.3628540039,157.287109375
6121178630,127.39263916,49.8438110352,62.7084350586,63.764465332,107.135742188,107.135742188,84.2988891602,533.91229248,84.3628540039,0.0,72.9242553711
6121180510,200.316894531,23.0804443359,10.2158203125,9.15979003906,180.059997559,180.059997559,157.223144531,460.988037109,157.287109375,72.9242553711,0.0
