,6120635940,6120636130,6120636720,6120637230,6120643760,6120643880,6120644000,6120644260,6120644410,6120646950,6120647530,6120647540,6120648230,6120648320,6120648330,6120648390,6121216570,6121217750,6121218160,6121218880,6121219180,6121221020,6121221700,6121222200,6121222480,6121222550
6120635940,0.0,0.567063818006,6.47482007767,7.16221291542,39.0270623375,39.25446815,46.9385682853,42.9354790227,53.451279131,74.1047457933,112.825827933,97.7310595727,113.519697475,113.484341154,110.844895721,110.831771663,7.29684567334,11.0786684005,15.5203077714,24.1133440909,28.2683285124,64.3952082495,86.1181798967,94.7711087073,106.887473336,123.773272651
6120636130,0.567063818006,0.0,6.42616541217,6.61706888424,38.5546541859,38.7817242856,46.6255984371,42.5258822599,53.1939039874,73.8561411612,112.737131087,97.5885998289,113.411663141,113.374621917,110.725100044,110.710149945,7.72250181262,10.7723673763,15.0893309115,23.6041472971,27.7572456795,64.1387987339,85.9228650984,94.5787095404,106.725590513,123.661128982
6120636720,6.47482007767,6.42616541217,0.0,10.295524835,35.1416750871,35.3725393354,41.2373277369,38.1284546747,47.4115719094,68.0062757019,106.354080194,91.3121753258,107.059158209,107.025173205,104.395326621,104.384179057,12.9536793221,6.02322421953,11.6255593147,21.2654067378,25.3466044465,58.3393971553,79.819784175,88.4626459641,100.503317105,117.316000192
6120637230,7.16221291542,6.61706888424,10.295524835,0.0,34.7193190082,34.9377039209,45.186612333,39.7051582927,52.4425480322,73.0953232179,113.822847933,98.0722647745,114.270490925,114.213720843,111.45028531,111.41375047,12.6371054925,11.1103651976,12.8561712829,19.3051775157,23.3178897086,63.3245508654,85.7938411469,94.4607040938,106.954017561,124.454652325
6120643760,39.0270623375,38.5546541859,35.1416750871,34.7193190082,0.0,0.231028906295,18.7175593426,8.22270480683,27.2906124452,45.0347318205,91.1255641049,73.4837180244,90.5644665657,90.4252556803,87.2836249438,87.1572281586,46.2403666505,29.1231354934,23.6716400198,15.449865966,11.6982173048,36.0118905757,59.3606471991,67.6020094004,80.9252800568,100.12478917
6120643880,39.25446815,38.7817242856,35.3725393354,34.9377039209,0.231028906295,0.0,18.7074760563,8.17383793763,27.2679704321,44.9438045885,91.0703599648,73.4161802112,90.4995939508,90.3596091351,87.2151927378,87.0879292842,46.4666390886,29.3540580982,23.9014420721,15.6642963821,11.8995179158,35.9412671092,59.2798788098,67.5120797573,80.8395049481,100.051086701
6120644000,46.9385682853,46.6255984371,41.2373277369,45.186612333,18.7175593426,18.7074760563,0.0,10.7216670004,8.65491510582,28.2651625266,72.8426564881,55.5313231456,72.4980928098,72.3783769316,69.3154691909,69.2126529404,54.0630268416,35.8599491634,32.3438129832,28.8485113304,26.8814353188,18.5947148563,41.9190321642,50.4429093416,63.5225503338,82.2736584839
6120644260,42.9354790227,42.5258822599,38.1284546747,39.7051582927,8.22270480683,8.17383793763,10.7216670004,0.0,19.1587867241,36.9741874115,82.903963983,65.2845277611,82.3574810377,82.2201892393,79.086505714,78.9628592284,50.2318764909,32.2127804698,27.4642328078,21.2621453545,18.2985140709,27.829310324,51.2210242021,59.5213337473,72.8119758908,91.9458570634
6120644410,53.451279131,53.1939039874,47.4115719094,52.4425480322,27.2906124452,27.2679704321,8.65491510582,19.1587867241,0.0,20.6865170268,64.2157334265,47.0152831138,63.9261093129,63.8122027314,60.7762559105,60.6812140208,60.3623347111,42.4671860555,39.6153716117,37.1180900328,35.3931355491,10.9450851402,33.6833037935,42.2935582063,55.2076076294,73.7606633833
6120646950,74.1047457933,73.8561411612,68.0062757019,73.0953232179,45.0347318205,44.9438045885,28.2651625266,36.9741874115,20.6865170268,0.0,47.2755702202,29.1275147307,46.1803368033,46.0053212637,42.7572092153,42.5943890495,80.9593730417,63.1445596876,60.2511926828,57.0642428971,54.8287776675,9.77116442168,14.5384216425,22.569300975,35.9226967463,55.3583565867
6120647530,112.825827933,112.737131087,106.354080194,113.822847933,91.1255641049,91.0703599648,72.8426564881,82.903963983,64.2157334265,47.2755702202,0.0,18.2201005731,3.97632509341,4.30779140019,6.5483000067,6.90359326128,118.656877753,102.873492608,101.625769772,100.964599268,99.5484084147,55.2643494607,32.8981510459,26.6184751702,15.7063637251,12.0090762052
6120647540,97.7310595727,97.5885998289,91.3121753258,98.0722647745,73.4837180244,73.4161802112,55.5313231456,65.2845277611,47.0152831138,29.1275147307,18.2201005731,0.0,17.1102940954,16.9568134252,13.8032822957,13.6875390881,103.960141894,87.346495079,85.5608547728,84.0856670763,82.3948759952,37.4803629191,14.6826779621,9.35324360223,9.84123968973,26.7461683483
6120648230,113.519697475,113.411663141,107.059158209,114.270490925,90.5644665657,90.4995939508,72.4980928098,82.3574810377,63.9261093129,46.1803368033,3.97632509341,17.1102940954,0.0,0.345376552071,3.58064382374,3.84527959099,119.494875178,103.396954497,101.932371994,100.888030516,99.317892435,54.5757865881,31.6608389869,24.676430103,12.6571684293,10.2888437121
6120648320,113.484341154,113.374621917,107.025173205,114.213720843,90.4252556803,90.3596091351,72.3783769316,82.2201892393,63.8122027314,46.0053212637,4.30779140019,16.9568134252,0.345376552071,0.0,3.3362643056,3.58381204784,119.471869624,103.347403422,101.864288914,100.787730653,99.2049564675,54.4311416299,31.4805038576,24.4454023276,12.3544518848,10.3007025484
