,6120551520,6120552240,6120552360,6121179480,6121179780
6120551520,,760.832143437,438.89797171,707.335355697,4855.22757245
6120552240,760.832143437,,101.488191666,156.685111351,1206.89790425
6120552360,438.89797171,101.488191666,,88.3330237117,695.671600204
6121179480,707.335355697,156.685111351,88.3330237117,,1040.48696174
6121179780,4855.22757245,1206.89790425,695.671600204,1040.48696174,
