,6120545260,6120546130,6120546300,6120546510,6120546740,6120547400,6120547500,6120547630,6120549330
6120545260,1.0,-0.71242780745,0.324971604998,-0.591012896271,0.988105732327,-0.609383869522,-0.0976213252232,-0.551643942885,-0.447950441595
6120546130,-0.71242780745,1.0,0.935045616849,0.748766742644,-0.727911342057,0.66004120917,-0.534222506844,-0.0089915597353,-0.1404608992
6120546300,0.324971604998,0.935045616849,1.0,0.467375829586,0.177377027387,0.418360162314,-0.300498746515,0.00016621464066,-0.118344669876
6120546510,-0.591012896271,0.748766742644,0.467375829586,1.0,-0.614831239535,0.987711810463,-0.113287859264,0.562548326708,0.362656214124
6120546740,0.988105732327,-0.727911342057,0.177377027387,-0.614831239535,1.0,-0.62913294352,-0.0771799595279,-0.564331000249,-0.451608511367
6120547400,-0.609383869522,0.66004120917,0.418360162314,0.987711810463,-0.62913294352,1.0,-0.0293857264411,0.683872981224,0.482525526732
6120547500,-0.0976213252232,-0.534222506844,-0.300498746515,-0.113287859264,-0.0771799595279,-0.0293857264411,1.0,0.690826935684,0.493512702849
6120547630,-0.551643942885,-0.0089915597353,0.00016621464066,0.562548326708,-0.564331000249,0.683872981224,0.690826935684,1.0,0.956890553121
6120549330,-0.447950441595,-0.1404608992,-0.118344669876,0.362656214124,-0.451608511367,0.482525526732,0.493512702849,0.956890553121,1.0
