,6120032280,6120293710,6120296100,6121079110,6121079960
6120032280,0.0,18.67175293,89.17333984,461.05493164,6.78796387
6120293710,18.67175293,0.0,107.84509277,442.38317871,11.88378906
6120296100,89.17333984,107.84509277,0.0,550.22827148,95.96130371
6121079110,461.05493164,442.38317871,550.22827148,0.0,454.26696777
6121079960,6.78796387,11.88378906,95.96130371,454.26696777,0.0
