,6120619810,6120620290,6120620300,6120620840,6120621680,6120622580,6120623420,6120623430,6120626990,6120627220,6120628270,6120632430
6120619810,,209.99008588,227.383768833,127.210585581,81.6363756943,77.8039277129,62.1842465615,62.5194611225,63.6926060527,74.1853877415,67.762416677,47.656633047
6120620290,209.99008588,,0.0,0.0,9.73893790408,38.5090630097,40.6222771594,40.8778113738,49.3660806411,61.3485076108,55.5473551195,37.5060507725
6120620300,227.383768833,0.0,,0.0,9.55722896912,37.8280134105,40.0171883965,40.2686171676,49.0453050414,60.9642912402,55.2667801106,37.4404126581
6120620840,127.210585581,0.0,0.0,,15.7188061404,47.4623881361,43.566438825,43.8836589838,52.6185408862,65.2389454617,58.8378145129,39.2391956136
6120621680,81.6363756943,9.73893790408,9.55722896912,15.7188061404,,69.0985805373,48.2158431014,48.6607191794,57.5382805574,71.5659391081,63.7860717169,41.034340372
6120622580,77.8039277129,38.5090630097,37.8280134105,47.4623881361,69.0985805373,,38.0768511274,38.6022561292,54.6727296125,71.9774809021,62.4752947628,36.9626259065
6120623420,62.1842465615,40.6222771594,40.0171883965,43.566438825,48.2158431014,38.0768511274,,0.0,53.2761091947,81.2829918651,63.675697011,29.6305573369
6120623430,62.5194611225,40.8778113738,40.2686171676,43.8836589838,48.6607191794,38.6022561292,0.0,,53.270186877,81.2327279894,63.6535425417,29.64522993
6120626990,63.6926060527,49.3660806411,49.0453050414,52.6185408862,57.5382805574,54.6727296125,53.2761091947,53.270186877,,384.29963466,90.8881894942,15.2740283107
6120627220,74.1853877415,61.3485076108,60.9642912402,65.2389454617,71.5659391081,71.9774809021,81.2829918651,81.2327279894,384.29963466,,0.0,5.6536737977
6120628270,67.762416677,55.5473551195,55.2667801106,58.8378145129,63.7860717169,62.4752947628,63.675697011,63.6535425417,90.8881894942,0.0,,6.92625463761
6120632430,47.656633047,37.5060507725,37.4404126581,39.2391956136,41.034340372,36.9626259065,29.6305573369,29.64522993,15.2740283107,5.6536737977,6.92625463761,
