,6120530580,6120531000,6120531390,6120532270
6120530580,,0.0,12.24217174352331,14.133065483573926
6120531000,0.0,,18.522617875285764,16.096495947849952
6120531390,12.24217174352331,18.522617875285764,,14.220084742335624
6120532270,14.133065483573926,16.096495947849952,14.220084742335624,
