,6120460150,6120462580,6120463220,6120463330,6120464430,6120466090,6120467550,6120468900,6120469430,6120471020
6120460150,,839.788951243,1084.30994807,3040.07744188,3139.02767099,524.163627216,48.4529250975,868.992558129,458.23821095,779.289335585
6120462580,839.788951243,,0.0,6439.88420222,5195.61364232,225.613031644,252.266135493,1213.04934539,868.248904712,1050.60545449
6120463220,1084.30994807,0.0,,4903.30688883,4247.33821438,195.633632591,227.180426577,1116.228738,772.419523235,979.150468102
6120463330,3040.07744188,6439.88420222,4903.30688883,,3197.22798788,2387.96607823,1195.48484446,337.889081966,494.017666919,262.495007653
6120464430,3139.02767099,5195.61364232,4247.33821438,3197.22798788,,10089.6371407,5104.46471415,1454.35068886,4879.04261584,1252.45202727
6120466090,524.163627216,225.613031644,195.633632591,2387.96607823,10089.6371407,,1572.17135956,2555.56127245,3515.3577406,2136.67723925
6120467550,48.4529250975,252.266135493,227.180426577,1195.48484446,5104.46471415,1572.17135956,,2726.10587518,2954.27833303,2347.97511283
6120468900,868.992558129,1213.04934539,1116.228738,337.889081966,1454.35068886,2555.56127245,2726.10587518,,1924.1529358,222.372357373
6120469430,458.23821095,868.248904712,772.419523235,494.017666919,4879.04261584,3515.3577406,2954.27833303,1924.1529358,,1315.85730146
6120471020,779.289335585,1050.60545449,979.150468102,262.495007653,1252.45202727,2136.67723925,2347.97511283,222.372357373,1315.85730146,
