a,cv,eopt,flagLo,gyo,idcr,lcor,lgrad,lo,lopt,lrio,o,std,yo
0.0360917017959,0.351657901069,6.0,Distancia,166.475037275,000013410P,8.962143051,15.7986281167,27.7072,12.3803855839,78.1451295899,0.2,1634.98543296,4649.36356608
