,6120434000,6120437930,6120442790,6121135590,6121137050
6120434000,0.0,76.81832885742188,59.30873107910156,112.75755310058594,24.167144775390625
6120437930,76.81832885742188,0.0,17.509597778320312,35.93922424316406,100.9854736328125
6120442790,59.30873107910156,17.509597778320312,0.0,53.448822021484375,83.47587585449219
6121135590,112.75755310058594,35.93922424316406,53.448822021484375,0.0,136.92469787597656
6121137050,24.167144775390625,100.9854736328125,83.47587585449219,136.92469787597656,0.0
