,6120514100,6120516590,6120518060,6120520130,6120521680,6120524610,6120527980,6120528670,6120528900,6120530990,6120531550,6120533730,6120535390,6120535480,6120535500,6120536000,6120536600,6120537050,6120538940,6120539900,6120541010,6120541740,6120542380,6120543000,6120544970,6120546480,6120547190,6120547460,6120553750,6120555030,6120555130,6120556300,6121173010,6121173180,6121173240,6121173320,6121174660,6121174810,6121175210,6121176800,6121177360,6121178070,6121178270,6121178770,6121179320,6121179430,6121180040,6121180080,6121180520,6121180630,6121181170,6121181860,6121181870
6120514100,,0.0,16.4713163851,6.5578047966,1.51532384923,13.8906253266,9.32999791599,11.4478142614,0.119477236749,3.58321498679,8.41298519398,50.9447240938,12.576765208,20.1451415373,43.7066357865,42.9571141177,20.0754705094,81.4818008124,41.4306018495,52.5865251072,15.9344233292,34.9581235805,28.9066347568,19.7916352935,22.7654225578,17.6486962476,19.6752947061,12.6854946383,36.4105998135,21.5211372566,0.127775170235,2.7597682614,41.7849414647,0.447877231589,40.0229219114,43.733948569,23.7828033555,25.1388728397,11.2845715234,32.5367771702,21.1389636649,13.9118928406,22.483900014,14.7312904588,26.6105683535,18.9716595689,19.2906855525,26.5228652868,15.0829982731,15.036326865,22.4385856674,15.173323465,10.5901272912
6120516590,0.0,,17.3802629717,6.78726731538,1.53886931949,14.0638158756,9.41464052354,11.5294837901,0.120102802629,3.59762741281,8.44461049651,51.0188887097,12.6180611024,20.2110109601,43.7777672213,42.9969584136,20.141055313,81.5399151498,41.470967734,52.6345151975,15.9625482684,34.9931531832,28.9536867767,19.8591334069,22.800134272,17.6992158637,19.7048278875,12.7204183442,36.4706629273,21.558164953,0.127988825743,2.76436537628,41.8328540681,0.449478382377,40.0633912805,43.7759481749,23.8616142101,25.188351875,11.3233653043,32.589530539,21.2052598893,13.9446801661,22.5428434336,14.7632868786,26.6663361538,19.0008629646,19.3305213521,26.565252752,15.1132119492,15.0597639473,22.4821482109,15.2022429696,10.6094257426
6120518060,16.4713163851,17.3802629717,,48.4901943009,7.11174238949,26.3240699383,16.1456920582,16.8483668346,2.85090583921,6.44685868464,11.5212683628,55.4035978354,15.5665347456,23.7639230407,47.6125194596,46.3007796468,23.6750017589,85.6467561946,44.6098849295,55.7535746231,17.9586366672,37.4620564569,31.5708501109,23.0879088664,24.8408110588,20.2137104929,21.5115710256,14.742484625,38.9472689707,23.4120915245,0.938164585559,2.10838642391,45.4790180292,2.50175497627,43.427242787,47.1891792071,27.6394554685,27.9264000816,13.9266822005,35.2891120261,24.137982226,15.9135108227,25.1215966944,16.7324222595,29.2149514881,20.7479823509,21.4028461601,28.6653192404,16.8713698141,16.5629132161,24.5730217744,16.868261364,11.9865939811
6120520130,6.5578047966,6.78726731538,48.4901943009,,11.6392471474,19.5229215994,10.552687772,13.0214098605,1.6786520292,2.79576529327,8.68442279437,55.3584105688,13.4896219407,22.228924413,47.3525368582,45.8985586339,22.1418381977,86.2481762695,44.1918182582,55.7089776158,16.7689761255,36.9533173109,30.8670271832,21.6967759135,24.0308700885,18.9540185178,20.6516128129,13.3539901077,38.6246319002,22.6545670564,0.371956708826,3.44847792467,45.0245502377,0.785432339397,42.9093265199,46.80893482,26.3805782168,27.0103556141,11.9674939236,34.7415856955,22.9845386195,14.6442367683,24.1799739225,15.5137020443,28.4840446143,19.8882027698,20.4388380316,28.0310900342,15.8106526498,15.6350982356,23.7767752686,15.868344473,10.888667452
6120521680,1.51532384923,1.53886931949,7.11174238949,11.6392471474,,75.7801786402,23.8241055246,21.7508109246,1.14028786548,6.21001227689,12.7707398282,62.2524333667,17.4652151813,27.3453777004,53.1682423635,50.9335278837,27.2213873097,92.7055206394,48.9128569634,60.3789646198,19.3300697962,40.4809395421,34.513244855,26.1349315774,26.7236566717,22.2099527704,22.9669421905,15.8134804547,41.966049846,25.007337342,0.365034860255,2.93113049448,50.6456705563,1.26400891477,48.038288803,52.0362805873,31.8794175125,30.8101116706,15.2994848424,38.5183579425,26.8982844219,17.0768507589,27.5571993887,17.974579118,31.9040052328,22.1023174085,23.0869328548,30.8017820018,17.9646532413,17.4607433636,26.4701552432,17.8943313355,12.4767048749
6120524610,13.8906253266,14.0638158756,26.3240699383,19.5229215994,75.7801786402,,2.08329721087,8.41564706384,12.5761403575,4.16933329339,4.9195468176,61.1390728292,11.8801373478,22.916420192,51.701036481,49.3535788202,22.8039095533,92.9636513513,47.3331346864,59.5557393246,16.35717084,38.8705308764,32.4095566988,22.1570419035,24.5661617716,18.8333054181,20.775648244,12.3341944373,40.6609534888,22.9986952696,2.44737431174,5.7482988305,48.8595984506,7.34859079118,46.1951725158,50.4744178385,28.043893328,28.1923757765,10.166448148,36.7166909637,23.5957544207,13.9037311992,24.876944875,14.9230645072,29.721609363,19.9269426627,20.5593778547,28.9820349073,15.3374250447,15.2187485758,24.2965700088,15.4317071395,9.90849810477
6120527980,9.32999791599,9.41464052354,16.1456920582,10.552687772,23.8241055246,2.08329721087,,18.7015783137,18.3512376496,4.90100802078,7.12203383838,68.7418663807,15.0696167183,28.3312672863,58.0591366603,54.2691190302,28.1658022345,99.6779139725,51.9414575611,64.2756197725,18.3996537967,42.1956551562,35.9829651838,26.7731983101,26.9802759442,21.8470339744,22.7420137137,14.2290206871,44.1348564132,25.1154432949,2.47401894907,6.026934566,54.5219741411,8.81055713721,51.195464365,55.6266894921,34.28921542,31.9160046612,12.6564212681,40.5356156197,27.6152066468,15.8239827108,28.2476301647,16.8932087296,33.1634143565,21.7911118934,22.9261292818,31.6145155505,17.0591223306,16.6215596292,26.8112558706,17.0436002751,10.9573400978
6120528670,11.4478142614,11.5294837901,16.8483668346,13.0214098605,21.7508109246,8.41564706384,18.7015783137,,59.9491516347,19.4754163105,1.28860701324,74.8731861813,13.6827729897,30.7526103564,62.9133408983,57.365209839,30.5330150428,105.389230777,54.8075035482,67.7260496334,18.1882970518,43.9705008613,37.7919610223,28.6683822677,27.6831010886,22.3634402361,23.0222787395,13.5256517831,46.3724245982,25.6735203233,4.36845991942,8.13440018077,58.2049405998,19.9756944417,54.2039028351,58.9484419503,38.2496809577,33.5776178845,11.0151437653,42.7761246879,29.2945646312,15.3805118405,29.6235040516,16.5836836407,34.884422185,21.9957101425,23.3773097908,32.752229872,16.8364088538,16.3763228887,27.6387762209,16.8385665016,10.1713294965
6120528900,0.119477236749,0.120102802629,2.85090583921,1.6786520292,1.14028786548,12.5761403575,18.3512376496,59.9491516347,,27.2673632546,40.6080518938,94.9265286632,38.2234993829,57.6078703699,79.944434616,71.2009301311,57.0500505062,118.746050694,67.6862858749,78.627049434,27.72710496,53.3883291519,48.7977568699,48.5317512836,35.9485512228,35.0203620779,30.3325852744,23.667249639,54.5940670616,32.7011057049,0.131810203222,4.09354245858,74.8713935046,1.4910314336,69.1014535064,73.4052594649,64.4128636393,46.4553144765,29.4830813056,53.4640792097,44.1445048547,24.8878383442,40.8968507863,25.9576455801,45.2786038191,29.0097389423,32.2016736161,40.5393003713,24.471389423,22.5288334597,35.8629542348,23.8362912252,16.2618907701
