,6120237750,6120242080,6120246000,6120247190,6120251410,6120253690,6120254840,6120255080,6120255620,6120256260,6120257630,6120258410,6120260500,6120260650,6120260670,6120261060,6120261070,6120261080,6120265000,6120268960,6120270080,6120273300,6120276280,6120276530,6120277000,6120283710,6120284080,6120284960,6120286770,6120288420,6120288920,6121052430,6121053320,6121053910,6121054710,6121061730,6121062030,6121062900,6121063070,6121063260,6121063280,6121063370,6121064240,6121064340,6121064930,6121069270,6121070190,6121071270,6121071800,6121072620,6121073530,6121073720,6121073920,6121073930,6121074190,6121075040
6120237750,0.0,1553.28955078,11048.9194336,2060.70996094,7382.52001952,3320.72021482,1928.72021482,6913.11962892,598.4399414,3180.22998047,453.3100586,8923.81982422,4635.02001952,3783.81982422,16727.4194336,6159.81982422,10674.2202148,13034.7202148,9306.31982422,11916.2202148,24291.519043,24291.519043,5588.11962892,14549.7202148,5588.11962892,19455.9194336,32266.6206055,28278.6206055,16330.519043,11527.519043,21300.519043,534.0102539,1167.7397461,2985.81982422,3729.81982422,453.12011719,9195.22021482,10040.019043,3029.41943362,9092.72021482,4539.02001952,722.24023437,20838.9194336,4635.02001952,5347.52001952,23393.2202148,28437.4213867,15374.6206055,22961.9194336,13073.6206055,19455.9194336,33197.4213867,8233.11962892,33197.4213867,7824.72021482,14827.3198242
6120242080,1553.28955078,0.0,9495.62988284,3613.99951172,5829.23046874,1767.43066404,375.43066404,5359.83007814,2151.72949218,4733.51953125,1099.97949218,7370.53027344,3081.73046874,2230.53027344,15174.1298828,4606.53027344,9120.93066404,11481.430664,7753.03027344,10362.930664,22738.2294922,22738.2294922,4034.83007814,12996.430664,4034.83007814,17902.6298828,30713.3310547,26725.3310547,14777.2294922,9974.22949224,19747.2294922,2087.29980468,385.54980468,1432.53027344,2176.53027344,2006.40966797,7641.93066404,8486.72949224,1476.12988284,7539.43066404,2985.73046874,2275.52978515,19285.6298828,3081.73046874,3794.23046874,21839.930664,26884.1318359,13821.3310547,21408.6298828,11520.3310547,17902.6298828,31644.1318359,6679.83007814,31644.1318359,6271.43066404,13274.0302734
6120246000,11048.9194336,9495.62988284,0.0,13109.6293946,3666.3994141,7728.1992188,9120.1992188,4135.7998047,11647.359375,14229.1494141,10595.609375,2125.0996094,6413.8994141,7265.0996094,5678.5,4889.0996094,374.6992188,1985.8007812,1742.5996094,867.3007812,13242.5996094,13242.5996094,5460.7998047,3500.8007812,5460.7998047,8407.0,21217.7011719,17229.7011719,5281.5996094,478.5996094,10251.5996094,11582.9296875,9881.17968752,8063.0996094,7319.0996094,11502.0395508,1853.6992188,1008.9003906,8019.5,1956.1992188,6509.8994141,11771.159668,9790.0,6413.8994141,5701.3994141,12344.3007812,17388.5019531,4325.7011719,11913.0,2024.7011719,8407.0,22148.5019531,2815.7998047,22148.5019531,3224.1992188,3778.4003906
6120247190,2060.70996094,3613.99951172,13109.6293946,0.0,9443.22998046,5381.43017576,3989.43017576,8973.82958986,1462.27001954,1119.52001953,2514.02001954,10984.5297852,6695.72998046,5844.52978516,18788.1293946,8220.52978516,12734.9301758,15095.4301758,11367.0297852,13976.9301758,26352.229004,26352.229004,7648.82958986,16610.4301758,7648.82958986,21516.6293946,34327.3305665,30339.3305665,18391.229004,13588.229004,23361.229004,1526.69970704,3228.44970704,5046.52978516,5790.52978516,1607.58984375,11255.9301758,12100.729004,5090.12939456,11153.4301758,6599.72998046,1338.46972657,22899.6293946,6695.72998046,7408.22998046,25453.9301758,30498.1313477,17435.3305665,25022.6293946,15134.3305665,21516.6293946,35258.1313477,10293.8295899,35258.1313477,9885.43017576,16888.0297852
6120251410,7382.52001952,5829.23046874,3666.3994141,9443.22998046,0.0,4061.7998047,5453.7998047,469.4003906,7980.95996092,10562.75,6929.20996092,1541.2998047,2747.5,3598.7001953,9344.8994141,1222.7001953,3291.7001953,5652.2001953,1923.7998047,4533.7001953,16908.9990235,16908.9990235,1794.4003906,7167.2001953,1794.4003906,12073.3994141,24884.100586,20896.100586,8947.9990235,4144.9990235,13917.9990235,7916.53027342,6214.78027342,4396.7001953,3652.7001953,7835.64013671,1812.7001953,2657.4990235,4353.1005859,1710.2001953,2843.5,8104.76025389,13456.3994141,2747.5,2035.0,16010.7001953,21054.9013672,7992.100586,15579.3994141,5691.100586,12073.3994141,25814.9013672,850.5996094,25814.9013672,442.2001953,7444.7998047
6120253690,3320.72021482,1767.43066404,7728.1992188,5381.43017576,4061.7998047,0.0,1392.0,3592.3994141,3919.16015622,6500.95019529,2867.41015622,5603.0996094,1314.2998047,463.0996094,13406.6992188,2839.0996094,7353.5,9714.0,5985.5996094,8595.5,20970.7988282,20970.7988282,2267.3994141,11229.0,2267.3994141,16135.1992188,28945.9003907,24957.9003907,13009.7988282,8206.7988282,17979.7988282,3854.73046872,2152.98046872,334.9003906,409.0996094,3773.84033201,5874.5,6719.2988282,291.3007812,5772.0,1218.2998047,4042.96044919,17518.1992188,1314.2998047,2026.7998047,20072.5,25116.7011719,12053.9003907,19641.1992188,9752.9003907,16135.1992188,29876.7011719,4912.3994141,29876.7011719,4504.0,11506.5996094
6120254840,1928.72021482,375.43066404,9120.1992188,3989.43017576,5453.7998047,1392.0,0.0,4984.3994141,2527.16015622,5108.95019529,1475.41015622,6995.0996094,2706.2998047,1855.0996094,14798.6992188,4231.0996094,8745.5,11106.0,7377.5996094,9987.5,22362.7988282,22362.7988282,3659.3994141,12621.0,3659.3994141,17527.1992188,30337.9003907,26349.9003907,14401.7988282,9598.7988282,19371.7988282,2462.73046872,760.98046872,1057.0996094,1801.0996094,2381.84033201,7266.5,8111.2988282,1100.6992188,7164.0,2610.2998047,2650.96044919,18910.1992188,2706.2998047,3418.7998047,21464.5,26508.7011719,13445.9003907,21033.1992188,11144.9003907,17527.1992188,31268.7011719,6304.3994141,31268.7011719,5896.0,12898.5996094
6120255080,6913.11962892,5359.83007814,4135.7998047,8973.82958986,469.4003906,3592.3994141,4984.3994141,0.0,7511.55957032,10093.3496094,6459.80957032,2010.7001953,2278.0996094,3129.2998047,9814.2998047,753.2998047,3761.1005859,6121.6005859,2393.2001953,5003.1005859,17378.3994141,17378.3994141,1325.0,7636.6005859,1325.0,12542.7998047,25353.5009766,21365.5009766,9417.3994141,4614.3994141,14387.3994141,7447.12988282,5745.37988282,3927.2998047,3183.2998047,7366.23974611,2282.1005859,3126.8994141,3883.7001953,2179.6005859,2374.0996094,7635.35986329,13925.7998047,2278.0996094,1565.5996094,16480.1005859,21524.3017578,8461.5009766,16048.7998047,6160.5009766,12542.7998047,26284.3017578,1320.0,26284.3017578,911.6005859,7914.2001953
6120255620,598.4399414,2151.72949218,11647.359375,1462.27001954,7980.95996092,3919.16015622,2527.16015622,7511.55957032,0.0,2581.79003907,1051.75,9522.25976562,5233.45996092,4382.25976562,17325.859375,6758.25976562,11272.6601562,13633.1601562,9904.75976562,12514.6601562,24889.9589844,24889.9589844,6186.55957032,15148.1601562,6186.55957032,20054.359375,32865.0605469,28877.0605469,16928.9589844,12125.9589844,21898.9589844,64.4296875,1766.1796875,3584.25976562,4328.25976562,145.31982421,9793.66015622,10638.4589844,3627.85937502,9691.16015622,5137.45996092,123.80029297,21437.359375,5233.45996092,5945.95996092,23991.6601562,29035.8613281,15973.0605469,23560.359375,13672.0605469,20054.359375,33795.8613281,8831.55957032,33795.8613281,8423.16015622,15425.7597656
6120256260,3180.22998047,4733.51953125,14229.1494141,1119.52001953,10562.75,6500.95019529,5108.95019529,10093.3496094,2581.79003907,0.0,3633.54003907,12104.0498047,7815.24999999,6964.04980469,19907.6494141,9340.04980469,13854.4501953,16214.9501953,12486.5498047,15096.4501953,27471.7490235,27471.7490235,8768.34960939,17729.9501953,8768.34960939,22636.1494141,35446.850586,31458.850586,19510.7490235,14707.7490235,24480.7490235,2646.21972657,4347.96972657,6166.04980469,6910.04980469,2727.10986328,12375.4501953,13220.2490235,6209.64941409,12272.9501953,7719.24999999,2457.9897461,24019.1494141,7815.24999999,8527.74999999,26573.4501953,31617.6513672,18554.850586,26142.1494141,16253.850586,22636.1494141,36377.6513672,11413.3496094,36377.6513672,11004.9501953,18007.5498047
6120257630,453.3100586,1099.97949218,10595.609375,2514.02001954,6929.20996092,2867.41015622,1475.41015622,6459.80957032,1051.75,3633.54003907,0.0,8470.50976562,4181.70996092,3330.50976562,16274.109375,5706.50976562,10220.9101562,12581.4101562,8853.00976562,11462.9101562,23838.2089844,23838.2089844,5134.80957032,14096.4101562,5134.80957032,19002.609375,31813.3105469,27825.3105469,15877.2089844,11074.2089844,20847.2089844,987.3203125,714.4296875,2532.50976562,3276.50976562,906.43017579,8741.91015622,9586.70898442,2576.10937502,8639.41015622,4085.70996092,1175.55029297,20385.609375,4181.70996092,4894.20996092,22939.9101562,27984.1113281,14921.3105469,22508.609375,12620.3105469,19002.609375,32744.1113281,7779.80957032,32744.1113281,7371.41015622,14374.0097656
6120258410,8923.81982422,7370.53027344,2125.0996094,10984.5297852,1541.2998047,5603.0996094,6995.0996094,2010.7001953,9522.25976562,12104.0498047,8470.50976562,0.0,4288.7998047,5140.0,7803.5996094,2764.0,1750.4003906,4110.9003906,382.5,2992.4003906,15367.6992188,15367.6992188,3335.7001953,5625.9003906,3335.7001953,10532.0996094,23342.8007813,19354.8007813,7406.6992188,2603.6992188,12376.6992188,9457.83007812,7756.08007812,5938.0,5194.0,9376.93994141,271.4003906,1116.1992188,5894.4003906,168.9003906,4384.7998047,9646.06005859,11915.0996094,4288.7998047,3576.2998047,14469.4003906,19513.6015625,6450.8007813,14038.0996094,4149.8007813,10532.0996094,24273.6015625,690.7001953,24273.6015625,1099.0996094,5903.5
6120260500,4635.02001952,3081.73046874,6413.8994141,6695.72998046,2747.5,1314.2998047,2706.2998047,2278.0996094,5233.45996092,7815.24999999,4181.70996092,4288.7998047,0.0,851.2001953,12092.3994141,1524.7998047,6039.2001953,8399.7001953,4671.2998047,7281.2001953,19656.4990235,19656.4990235,953.0996094,9914.7001953,953.0996094,14820.8994141,27631.600586,23643.600586,11695.4990235,6892.4990235,16665.4990235,5169.03027342,3467.28027342,1649.2001953,905.2001953,5088.14013671,4560.2001953,5404.9990235,1605.6005859,4457.7001953,96.0,5357.26025389,16203.8994141,0.0,712.5,18758.2001953,23802.4013672,10739.600586,18326.8994141,8438.600586,14820.8994141,28562.4013672,3598.0996094,28562.4013672,3189.7001953,10192.2998047
6120260650,3783.81982422,2230.53027344,7265.0996094,5844.52978516,3598.7001953,463.0996094,1855.0996094,3129.2998047,4382.25976562,6964.04980469,3330.50976562,5140.0,851.2001953,0.0,12943.5996094,2376.0,6890.4003906,9250.9003906,5522.5,8132.4003906,20507.6992188,20507.6992188,1804.2998047,10765.9003906,1804.2998047,15672.0996094,28482.8007813,24494.8007813,12546.6992188,7743.6992188,17516.6992188,4317.83007812,2616.08007812,798.0,54.0,4236.93994141,5411.4003906,6256.1992188,754.4003906,5308.9003906,755.2001953,4506.06005859,17055.0996094,851.2001953,1563.7001953,19609.4003906,24653.6015625,11590.8007813,19178.0996094,9289.8007813,15672.0996094,29413.6015625,4449.2998047,29413.6015625,4040.9003906,11043.5
6120260670,16727.4194336,15174.1298828,5678.5,18788.1293946,9344.8994141,13406.6992188,14798.6992188,9814.2998047,17325.859375,19907.6494141,16274.109375,7803.5996094,12092.3994141,12943.5996094,0.0,10567.5996094,6053.1992188,3692.6992188,7421.0996094,4811.1992188,7564.0996094,7564.0996094,11139.2998047,2177.6992188,11139.2998047,2728.5,15539.2011719,11551.2011719,396.9003906,5199.9003906,4573.0996094,17261.4296875,15559.6796875,13741.5996094,12997.5996094,17180.5395508,7532.1992188,6687.4003906,13698.0,7634.6992188,12188.3994141,17449.659668,4111.5,12092.3994141,11379.8994141,6665.8007812,11710.0019531,1352.7988281,6234.5,3653.7988281,2728.5,16470.0019531,8494.2998047,16470.0019531,8902.6992188,1900.0996094
