,6120237750,6120242080,6120246000,6120247190,6120251410,6120253690,6120254840,6120255080,6120255620,6120256260,6120257630,6120258410,6120260500,6120260650,6120260670,6120261060,6120261070,6120261080,6120265000,6120268960,6120270080,6120273300,6120276280,6120276530,6120277000,6120283710,6120284080,6120284960,6120286770,6120288420,6121052430,6121053320,6121053910,6121054710,6121061730,6121062030,6121062900,6121063070,6121063260,6121063280,6121063370,6121064240,6121064340,6121064930,6121069270,6121070190,6121071270,6121071800,6121072620,6121073530,6121073720,6121073920,6121073930,6121074190,6121075040
6120237750,,134.705175082,360.289589582,45.9668243498,146.488974257,45.6613088245,21.2249375624,68.7144964472,6.98463552154,35.5156776279,4.89833281155,88.3980155194,30.7688990785,30.5567803916,112.089559982,46.4545003269,85.3178925281,89.5809415107,53.496514354,62.8655873727,117.988778442,116.038565188,22.857587378,61.0045530512,22.7487719167,65.7169223638,108.937978609,95.8792046755,51.684509883,41.3099136808,9.69667763997,32.157881782,119.123792115,242.193623558,5.31696481787,87.8897895348,87.2998512737,28.7901017323,82.1882651799,39.9302858968,6.08590199098,153.739928435,30.4801299968,32.9966305914,108.023845241,125.688213645,61.7535422472,87.0369327331,48.7768127038,65.7289333695,107.868933343,30.2086733414,106.901926179,26.2034538333,50.7707212375
6120242080,134.705175082,,448.283627299,94.9433986005,133.84657414,27.8072031937,4.64422976134,59.378629897,27.1409875075,57.8546727337,12.9825877053,79.5494959725,22.0959982782,19.6422626133,109.811487503,37.7337356366,79.7830333518,85.2113829621,47.6368120984,58.1381410961,116.777814004,114.719825241,17.2893984249,57.1212643746,17.2056627978,62.8435277865,107.744086022,94.1403770272,48.5009872289,37.1883868273,31.4223294807,8.07928803543,39.1734645568,80.8190799066,25.2152089501,81.2777214545,81.4844443893,15.3051002393,74.4954200336,28.6706213287,20.9344416046,154.263951806,21.8776281105,25.1475210991,106.216859122,124.876194152,58.1121634657,84.7253359196,44.8380789111,62.8623158878,106.727948785,25.5393645063,105.738392006,21.8007197499,47.2015530114
6120246000,360.289589582,448.283627299,,686.410170886,152.421518175,182.252720205,151.483336435,59.0755202399,196.280459885,233.566496307,166.127011275,29.7096380028,52.9495060308,77.9599264145,47.5578461389,47.8975452454,3.94927004393,17.2379733549,12.0569366903,5.40500119711,75.1284033001,73.7211293502,25.4384043527,16.7961359858,25.2907320447,31.5563300273,79.6386892149,65.0217861919,18.4240819993,1.92407933564,136.467379984,149.423259141,147.676530361,163.191050076,190.55482673,24.9834201174,11.8867413497,106.546441178,24.4032387309,78.2987886794,133.747372382,93.2158904394,52.285499862,43.0054960626,66.2133849349,88.6394549041,19.7332326555,50.895074804,8.50077593229,31.5516793223,79.5629111384,11.6125300814,78.7660227808,12.0097038424,14.4365052914
6120247190,45.9668243498,94.9433986005,686.410170886,,1695.31892742,174.229699402,77.9946793112,144.942367645,35.4666075426,24.980569409,52.5413610228,194.113687823,57.6110374639,69.5880154657,165.308711977,87.6720283311,144.461513432,139.965680309,81.5026414552,89.6008524949,154.590612127,151.833284809,36.7535014375,82.5760235334,36.4958454272,82.7309140606,132.140062936,117.672230779,65.4344947935,56.4912052908,16.0988849102,42.0832102896,77.1620963272,102.807933407,38.6124886681,167.418064098,153.33186061,82.8268456282,163.67884345,92.4094248261,17.2177986408,236.811276555,56.7394596161,58.0911807447,142.123674203,161.43828893,81.9389229617,109.942886764,65.3916624152,82.6473123954,129.331157655,43.7898152936,127.979822694,37.9221447517,66.6529218906
6120251410,146.488974257,133.84657414,152.421518175,1695.31892742,,153.079359667,115.989044903,8.10844685029,223.376125565,268.743312241,163.624035925,30.1113214783,24.3928783685,45.2402128869,85.0491513829,13.6645219329,39.0647357181,54.4921055602,14.168986284,29.7482351839,101.529488106,99.7145980619,8.79677129403,36.4048500053,8.731951672,47.1696206811,97.3589243745,82.4186621676,32.293358755,17.5605466389,79.1706255044,75.7984720281,62.158854332,59.1599940109,215.579280969,28.5757404011,35.3059488574,77.4433128746,27.0632459222,42.7517758718,110.874276568,145.634964427,24.0011434728,16.4280314022,91.5783211563,114.023171232,38.2991844561,69.7171337917,25.0434357621,47.1124457783,96.1049702246,3.6863269998,95.0818393913,1.7257816582,29.9176683296
6120253690,45.6613088245,27.8072031937,182.252720205,174.229699402,153.079359667,,67.8067176542,114.25868671,137.523304399,289.099174051,116.791383681,185.652072242,15.1935456215,8.72013567762,160.477851313,45.0972824405,127.080010467,125.834714058,54.6645784589,68.101808985,149.711740081,146.571282548,12.7780410872,65.9143431568,12.6695744143,70.329360004,126.369017408,109.934881317,51.9187091977,39.1449997033,30.7970834299,20.1662762293,3.51409796267,4.76578539495,112.928481543,157.90432606,136.635480915,8.81872933665,152.105214176,29.6664386181,86.1803506565,265.909921762,14.8664571487,20.7578856334,135.342318435,158.833939645,66.1777161549,99.7357607269,48.5902890801,70.232634537,123.407078931,24.0515254977,121.949386998,19.5991298773,51.7184062809
6120254840,21.2249375624,4.64422976134,151.483336435,77.9946793112,115.989044903,67.8067176542,,456.054212452,64.8789219663,187.214317092,54.635183801,276.465611089,40.910869419,55.9502431839,234.692422917,99.2091060681,234.097083113,195.796014421,82.8672063679,94.4065389343,187.062033009,182.467084455,23.3098914753,84.1355400853,23.089761776,83.8772606747,145.410406317,127.487984874,62.5983179103,50.6363381132,17.0456489662,6.04514557065,9.24376396268,17.1958545551,52.7850241395,428.4890568,279.752013572,47.6697827914,324.050027593,107.231347253,95.1787896984,414.763577535,39.7392923764,44.2800952503,167.756623424,192.417123563,83.1666397117,119.185628773,61.8141461298,83.7595589711,141.109270959,34.2732883955,139.292136745,28.1285150643,63.7139132751
6120255080,68.7144964472,59.378629897,59.0755202399,144.942367645,8.10844685029,114.25868671,456.054212452,,157.444569945,285.745929729,188.482199181,67.9027970807,41.2222735066,134.273335512,188.278819638,23.4232973649,142.30458009,133.224354585,30.6422488292,52.7339156731,159.941081445,155.593766821,9.06279970717,54.8082319161,8.97260579089,63.294089342,128.124450846,109.002162316,42.9620135448,25.7636981664,48.1546051084,42.2495353154,31.5579301509,27.7372243781,136.457350733,350.900973149,170.656071034,156.710679866,115.947014956,121.550996908,390.687792123,396.565598896,39.8023418442,23.6172443273,140.526704484,169.374307438,56.0842362286,96.8636029179,36.3352612796,63.2086831681,124.724322115,7.61646938189,123.039339719,4.57980557085,41.2152086991
6120255620,6.98463552154,27.1409875075,196.280459885,35.4666075426,223.376125565,137.523304399,64.8789219663,157.444569945,,203.92920709,71.5589710715,398.225489467,52.266422554,71.0228959986,180.645192768,93.5351251051,158.211100594,156.674350759,81.6145949419,90.4942537288,166.676413363,164.016229576,33.5567524089,86.0231307091,33.219177533,85.0245941792,139.876256855,124.448220789,65.6136667786,56.9480597598,0.488697444706,15.3843945326,34.449544967,45.2155288852,23.142878741,180.721831369,162.522709359,116.546092878,233.554237487,114.502744059,2.30024286516,286.64598475,51.1530446757,53.9413962187,155.294293942,176.831889748,84.4301625329,115.710194184,66.0957247261,84.7729902025,135.525747647,42.2305833687,133.93348197,36.0510778426,68.4550465201
