,6120237750,6120242080,6120246000,6120247190,6120251410,6120253690,6120254840,6120255080,6120255620,6120256260,6120257630,6120258410,6120260500,6120260650,6120260670,6120261060,6120261070,6120261080,6120265000,6120268960,6120270080,6120273300,6120276280,6120276530,6120277000,6120283710,6120284080,6120284960,6120286770,6120288420,6120288920,6121052430,6121053320,6121053910,6121054710,6121061730,6121062030,6121062900,6121063070,6121063260,6121063280,6121063370,6121064240,6121064340,6121064930,6121069270,6121070190,6121071270,6121071800,6121072620,6121073530,6121073720,6121073920,6121073930,6121074190,6121075040
6120237750,0.0,11.531027383,30.6667022145,44.8304384689,50.3964376732,72.7247234075,90.8719730013,100.606599675,85.679829816,89.5443707207,92.5430463925,100.950581325,150.639885609,123.827877201,149.23302286,132.599441969,125.111517177,145.507754885,173.961483663,189.55001217,205.880071027,209.340214149,244.476611438,238.502898023,245.64602996,296.055739838,296.192106259,294.939833673,315.964904145,279.049736025,324.291915564,55.0712646752,36.3126616723,25.0650823251,15.4002960971,85.2225854041,104.622161178,115.005598901,105.225509558,110.63332122,113.673262223,118.673590359,135.546385469,152.067049517,162.063747763,216.556235825,226.253276203,248.96817952,263.818198054,268.030366633,296.001639962,307.757268135,272.541533718,310.541160751,298.615811289,292.044532006
6120242080,11.531027383,0.0,21.1821354025,38.0648049933,43.5516070238,63.5596819959,80.845029191,90.265517792,79.2797773005,81.8173855757,84.7275171055,92.6535347847,139.470248694,113.555766533,138.183856259,122.080458775,114.322074893,134.740597067,162.753207106,178.245874287,194.713775192,198.206796216,233.371708266,227.524263951,234.507469589,284.875525585,285.057690008,283.887832842,304.67837858,268.208231016,313.002243954,66.4271999491,47.7208857463,36.5696169577,26.931319382,79.5716012011,94.0224519992,104.150953974,96.4491600459,101.207183962,104.13854526,108.697664133,125.01690974,140.862362201,150.88042037,205.616588767,215.285877643,237.839672547,252.682830501,256.932906348,284.790382839,296.493650819,261.550325573,299.268397971,287.6729133,281.220036505
6120246000,30.6667022145,21.1821354025,0.0,19.0987939884,24.054156773,42.4036880838,60.205576509,70.0080456669,59.340272304,60.9210772246,63.7800369292,71.527714333,121.131821578,93.1903432805,119.403437572,102.073137764,94.8637530372,115.200788638,144.52763514,160.458668786,176.266817203,179.631601523,214.665510115,208.433007662,215.918939682,266.411794666,266.424221574,264.983540658,286.668158363,248.75635025,295.003054255,84.8767072165,66.1286290382,54.5993725526,44.8495186203,60.360680652,74.1961596697,84.8779194663,75.2670886144,80.1587377016,83.1416143865,88.0101730965,105.024990919,122.67015012,132.572263071,186.432754678,196.170842672,219.21261017,234.07045277,238.186896541,266.451063658,278.377881988,242.477338778,281.194275216,268.460236156,261.726636224
6120247190,44.8304384689,38.0648049933,19.0987939884,0.0,5.57018222283,30.8869209083,51.1504743526,61.9131926182,41.2295003421,44.8154761788,47.84838996,56.5881987434,116.223151376,83.9870788313,113.655091333,93.7648400227,88.1547172298,107.850971302,139.468435568,155.990544208,170.464756003,173.560435116,208.112372952,201.153735372,209.581619741,260.079139766,259.779520789,257.828965844,281.062827177,240.537147835,289.389914379,94.8329401916,76.7158957137,65.4020663912,56.3241202733,41.6338717807,67.2324858002,78.9182660547,61.4555097085,68.1424269485,71.4182429164,77.7379895483,96.6998059608,118.008461368,127.528316912,179.097186574,188.914805837,212.785075183,227.596713029,231.442042056,260.342222116,272.619234003,235.073634946,275.497812004,260.678254891,253.372604456
6120251410,50.3964376732,43.5516070238,24.054156773,5.57018222283,0.0,26.534056682,47.0197035623,57.8890919145,35.7288175876,39.3042393382,42.3483981503,51.1870126611,112.635293873,79.5473977971,109.876950614,89.4785523146,84.2634272347,103.725102208,135.776159868,152.400650412,166.542902366,169.574124087,203.981312364,196.875972112,205.495520421,255.956046181,255.590815478,253.535712291,277.083867859,236.040376881,285.404840747,99.9932830046,81.9908899665,70.7328803264,61.7422128988,36.3469435188,63.4348310903,75.2691629811,56.2097510341,63.1941300082,66.5122452478,73.0986352437,92.3979292581,114.473671913,123.871497073,174.83084033,184.654113974,208.676624444,223.465932255,227.250948525,256.266670302,268.611766082,230.743421072,271.50217062,256.25672979,248.842556194
6120253690,72.7247234075,63.5596819959,42.4036880838,30.8869209083,26.534056682,0.0,20.5282625338,31.4411611466,28.4980676885,22.486868321,24.5514636756,30.1807835072,86.5049814935,53.1041273246,83.5427300581,62.9557838517,57.865473058,77.1966281143,109.497358653,126.214955593,140.074733083,143.075994606,177.448126646,170.358318127,178.96729432,229.4229041,229.05822863,227.024310446,250.579903801,209.651667271,258.898467368,125.164915835,106.760799513,95.2900010173,85.8510039858,33.4178897246,37.2029938537,49.1765797582,33.0266321336,37.9477766018,41.0666012315,46.9125718767,65.8801500552,88.4082447934,97.6424862483,148.309349818,158.131594033,182.145314735,196.93258025,200.718314753,229.738868861,242.099095501,204.245344431,244.992967353,229.80915982,222.485693126
6120254840,90.8719730013,80.845029191,60.205576509,51.1504743526,47.0197035623,20.5282625338,0.0,10.9293582796,38.952471147,27.2894778368,27.0054058549,25.3018054362,66.1504270823,33.1549818431,63.0557720192,42.6481906236,37.3584279955,56.72214401,89.0289582339,105.791622182,119.547434469,122.557918868,156.988871379,150.008078981,158.485548279,208.96152278,208.635806413,206.684926054,230.065914526,189.562849771,238.38617691,144.480286952,125.888394743,114.357712658,104.740451062,45.1241138985,16.95835088,28.9943211596,23.0901235001,22.1077246692,24.3422653275,27.8527159399,45.5925753193,68.1006460493,77.2086339186,127.950151317,137.766419502,161.674381527,176.474085183,180.297160712,209.255162426,221.592075961,183.944013139,224.48285323,209.609844615,202.444943456
6120255080,100.606599675,90.265517792,70.0080456669,61.9131926182,57.8890919145,31.4411611466,10.9293582796,0.0,47.7093253921,35.3228507906,34.2728662089,29.611434362,55.2640163835,23.3058229619,52.1265857207,32.1599048969,26.430063869,45.9494802043,78.1013555896,94.8733078469,108.655050303,111.690889713,146.200552913,139.333647381,147.670181774,198.166058865,197.88133594,196.009550543,219.202001908,179.104282393,227.524856111,154.650632478,135.987141913,124.446824012,114.765568354,53.9821217738,6.50350972283,18.3224647374,24.7824763077,18.7984909062,19.5319334021,19.5433996908,35.1159046685,57.2355367268,66.2894534626,117.273834388,127.080893241,150.871897796,165.684472169,169.547016845,198.433816459,210.739300568,173.3068515,213.625304445,199.055129079,192.020856798
6120255620,85.679829816,79.2797773005,59.340272304,41.2295003421,35.7288175876,28.4980676885,38.952471147,47.7093253921,0.0,12.6602101677,14.6976543638,23.9117627811,100.13055351,61.7015621681,95.9112500285,72.2539601624,71.2509635357,87.0159282387,121.360344895,138.291822063,149.3311499,151.753155972,184.361937509,176.094556816,186.235432364,235.864865298,234.957758076,232.040593906,258.00925973,212.930219954,266.223132538,131.848616622,114.80339121,104.044626496,95.7258712914,6.27911921233,54.1919149181,65.4580157102,31.1284181068,41.4944435575,44.867468325,53.8175594004,74.7867932043,102.309957374,110.230739595,154.491701392,164.200091632,189.187239439,203.61532799,206.853157775,236.564905936,249.368782034,209.127126418,252.3333981,233.646495802,225.341369123
