,6120598890,6120602380,6120602480,6121204170,6121204400,6121205490
6120598890,,64.1019577739,63.0615831992,39.4601579988,37.359256604,45.4835853964
6120602380,64.1019577739,,0.0,12.3665521657,3.58967674314,127.352345261
6120602480,63.0615831992,0.0,,12.7316005158,3.66563926825,128.535222336
6121204170,39.4601579988,12.3665521657,12.7316005158,,19.5212330568,194.655967353
6121204400,37.359256604,3.58967674314,3.66563926825,19.5212330568,,253.487377784
6121205490,45.4835853964,127.352345261,128.535222336,194.655967353,253.487377784,
